Profit99,Online99,Age99,Inc99,Tenure99,District99,ID
94,1,3,6,0.5,1200,16979
-88,1,3,7,5.5,1300,16980
91,0,3,6,12.58,1200,16981
300,0,3,7,13.41,1200,16982
13,0,5,3,23.83,1200,16983
221,0,6,2,22.08,1200,16984
114,0,4,6,17.75,1200,16985
772,0,5,3,8,1200,16986
-42,0,5,,3.75,1200,16987
57,1,5,6,13.33,1200,16988
-72,0,3,8,1.16,1200,16989
99,0,4,9,15.25,1200,16990
92,0,3,5,4.25,1200,16991
-15,0,6,2,22.83,1200,16992
-65,0,3,8,7.41,1200,16993
191,0,6,7,11,1200,16994
248,0,7,4,2.16,1100,16995
-80,0,,,4.75,1200,16996
486,0,4,7,13.33,1200,16997
-100,0,4,3,29.25,1200,16998
68,0,5,3,4.91,1200,16999
257,0,2,9,11.08,1200,17000
322,0,3,5,13.08,1300,17001
56,0,6,7,16.33,1200,17002
0,0,,4,5.5,1100,17003
158,0,,,6.5,1200,17004
13,0,,,0.41,1300,17005
14,0,,,1.91,1200,17006
146,0,3,4,6.41,1200,17007
-20,0,,,7.33,1200,17008
353,0,2,6,6.91,1200,17009
-135,1,2,3,6.33,1200,17010
12,0,,,0.5,1100,17011
-212,0,3,5,7.75,1200,17012
-201,1,3,4,5.66,1200,17013
10,0,,,3.91,1300,17014
-8,0,7,2,2.5,1100,17015
-3,0,3,6,2.66,1200,17016
-6,0,3,9,3.16,1200,17017
201,0,3,5,17.66,1200,17018
110,0,3,7,5.75,1200,17019
-67,0,5,9,1.08,1200,17020
137,0,2,5,5.5,1200,17021
654,0,7,5,21.5,1200,17022
4,0,5,7,6.58,1300,17023
171,0,4,9,14.5,1200,17024
418,0,6,7,17.83,1200,17025
143,0,7,4,32.41,1200,17026
445,0,,,6.66,1200,17027
-3,1,2,3,0.16,1200,17028
502,0,7,1,38.83,1200,17029
-69,0,,,3.75,1100,17030
178,0,2,3,0.66,1200,17031
-1,0,3,7,5.33,1200,17032
-61,0,3,3,5.41,1200,17033
158,0,,,0.66,1200,17034
122,0,5,9,16.58,1200,17035
-25,0,,,2.75,1200,17036
-21,0,5,3,7.16,1100,17037
31,0,5,1,2.41,1200,17038
13,0,,,1.33,1200,17039
-60,0,,,12.25,1200,17040
-51,0,5,6,8.5,1200,17041
-33,0,2,6,3,1200,17042
-46,0,2,7,11.83,1200,17043
-3,0,,,9.16,1200,17044
19,1,3,9,5.25,1200,17045
365,0,3,9,10.66,1200,17046
-114,0,5,5,17.08,1100,17047
28,0,5,6,6.5,1200,17048
-33,0,3,6,2.25,1200,17049
21,0,5,8,4.91,1100,17050
50,0,6,4,3.08,1100,17051
118,0,6,7,27.66,1200,17052
90,0,2,8,1.41,1200,17053
-29,0,2,6,5.91,1200,17054
1,0,2,1,4.75,1200,17055
821,0,4,6,25.25,1200,17056
531,0,5,7,8.25,1200,17057
65,0,,,1.91,1200,17058
-71,0,4,7,25.75,1200,17059
13,0,2,3,4.16,1200,17060
-4,0,,,1.75,1200,17061
77,0,3,7,12.83,1200,17062
59,0,,,0.58,1300,17063
153,0,3,7,16.58,1200,17064
183,0,4,9,15.83,1200,17065
558,0,7,4,7.33,1200,17066
210,0,5,5,27.5,1200,17067
25,0,4,3,5.41,1200,17068
101,0,6,3,6.58,1200,17069
-29,0,4,6,12.33,1100,17070
-77,0,3,6,7.58,1200,17071
189,0,5,7,38.41,1200,17072
16,0,6,7,12.75,1200,17073
23,0,6,2,18.25,1200,17074
3,0,4,2,1.41,1300,17075
-28,0,,,1.5,1200,17076
38,0,5,3,0.16,1200,17077
27,0,4,4,8.91,1200,17078
101,0,2,6,9.75,1200,17079
34,0,5,8,1.41,1200,17080
-10,0,5,6,5.25,1100,17081
253,0,3,9,2.33,1200,17082
-33,0,,,3.33,1100,17083
-76,0,5,3,8.33,1200,17084
-32,0,,,2.66,1200,17085
662,0,,,0.25,1200,17086
-125,0,2,3,4.08,1200,17087
27,0,5,3,13.58,1200,17088
-82,0,,,4.58,1300,17089
1123,0,6,3,7.33,1200,17090
70,1,,,5.41,1200,17091
554,0,3,6,5.33,1100,17092
29,1,4,6,4.91,1200,17093
5,0,,,1,1200,17094
-13,0,7,1,6.08,1200,17095
8,0,,,0.33,1200,17096
-83,1,5,8,19.33,1200,17097
-26,0,,,1.08,1100,17098
289,0,5,9,3.25,1200,17099
254,0,,,26.41,1200,17100
114,1,3,8,6.66,1200,17101
24,0,5,4,3.75,1200,17102
-9,0,,,1.08,1200,17103
36,0,5,7,8.66,1200,17104
21,0,3,5,1.5,1200,17105
10,0,4,7,10.08,1200,17106
318,0,3,8,2.41,1200,17107
1317,0,3,7,10.58,1200,17108
-40,0,,,3.5,1200,17109
-163,0,5,4,12.25,1200,17110
-34,0,5,5,5.75,1200,17111
-32,0,,,5.16,1300,17112
-84,0,4,6,30.16,1300,17113
84,0,6,6,33.58,1200,17114
-57,0,,,0.66,1200,17115
13,0,4,9,4.25,1200,17116
96,0,4,6,14.08,1200,17117
-9,0,4,2,18.75,1300,17118
-30,0,4,7,4,1200,17119
142,0,5,7,23.5,1200,17120
-7,1,,,15.08,1200,17121
137,1,2,6,8.5,1200,17122
10,0,,1,0.25,1300,17123
-29,0,5,9,8.41,1200,17124
-112,1,,,2.5,1200,17125
-63,1,,7,28.08,1200,17126
-102,0,2,5,10.66,1100,17127
-17,0,,,17.91,1200,17128
106,0,2,6,2.41,1200,17129
-114,1,1,3,5.5,1200,17130
113,0,7,7,18.16,1100,17131
-19,0,,3,4.66,1200,17132
389,0,3,1,0.5,1200,17133
41,1,4,5,4.66,1300,17134
-14,1,,,5,1200,17135
-18,1,4,7,2.5,1200,17136
511,0,6,9,17.16,1200,17137
43,0,5,3,4.16,1200,17138
1,1,,,2.91,1200,17139
-17,0,,1,3.33,1200,17140
-25,0,2,4,3.41,1300,17141
-32,1,3,6,4.66,1200,17142
24,1,5,7,10.5,1200,17143
-9,0,2,1,3.08,1200,17144
1115,0,6,6,31,1200,17145
-50,0,6,7,4.33,1200,17146
399,0,3,5,9.08,1200,17147
-79,0,2,6,3.75,1300,17148
603,0,3,5,6.08,1200,17149
-55,0,6,1,23.83,1300,17150
25,0,,,4,1300,17151
-59,0,7,1,7.08,1100,17152
5,0,5,4,24.58,1300,17153
-57,0,5,6,11.83,1200,17154
105,0,5,7,29,1200,17155
-1,0,2,1,7.16,1200,17156
264,0,7,3,28.58,1200,17157
-6,0,2,2,7.41,1300,17158
47,0,,,12.83,1300,17159
-9,0,3,7,11.75,1200,17160
-18,0,,,1.75,1200,17161
-53,0,2,6,4.25,1200,17162
210,1,4,6,7.91,1200,17163
-5,1,5,6,1.91,1200,17164
177,0,,,9.75,1200,17165
-10,1,3,5,10.33,1200,17166
-73,0,,,2.5,1200,17167
74,1,3,5,2.58,1200,17168
-102,0,3,6,15.25,1200,17169
34,0,,,6.66,1200,17170
58,0,4,7,15.41,1200,17171
-20,0,,9,8.5,1200,17172
183,0,7,3,8.33,1200,17173
14,1,2,7,9.25,1200,17174
866,1,,8,2,1200,17175
-78,0,,,15.33,1200,17176
431,0,3,8,11,1200,17177
16,0,,,0.33,1100,17178
58,0,5,6,5.16,1200,17179
-2,0,5,9,4.5,1200,17180
159,1,3,7,4.5,1200,17181
32,1,2,3,7.08,1200,17182
164,0,3,6,10.58,1300,17183
-89,0,2,6,4.83,1200,17184
103,0,5,6,21.91,1200,17185
7,0,,,15,1200,17186
265,0,,,11.08,1200,17187
322,0,,,4,1200,17188
166,0,7,6,1.91,1100,17189
-45,0,3,6,3.58,1200,17190
13,0,3,9,4.66,1200,17191
-81,0,5,6,15.25,1200,17192
57,0,1,4,0.25,1200,17193
198,0,6,3,10.66,1200,17194
911,0,3,6,11.33,1200,17195
-29,0,,,6.83,1100,17196
550,0,4,9,25.08,1200,17197
-148,0,5,6,30.83,1200,17198
-33,0,3,6,4.5,1200,17199
-33,0,4,1,2.5,1300,17200
116,0,3,1,4.33,1100,17201
438,1,2,8,28.5,1200,17202
741,0,7,7,11.66,1100,17203
-126,0,7,6,14.41,1200,17204
-38,0,3,4,7.58,1200,17205
21,0,4,4,5.91,1300,17206
-1,0,2,,3.25,1200,17207
97,0,7,4,4,1300,17208
-57,0,6,4,36.83,1200,17209
0,0,,,4.5,1200,17210
43,0,5,4,1.83,1200,17211
-24,0,4,1,31.5,1200,17212
-82,0,5,7,6.58,1200,17213
217,0,,,18.41,1200,17214
105,0,3,5,22.08,1200,17215
-25,0,,,3.66,1200,17216
-10,0,,,7.33,1200,17217
145,1,3,7,1,1200,17218
427,0,7,3,26.33,1200,17219
-28,0,,4,3.75,1200,17220
-91,0,5,2,3.41,1200,17221
-1,0,3,6,15.91,1200,17222
-148,0,4,6,14.25,1200,17223
123,0,2,4,3.66,1200,17224
-179,0,6,4,30.25,1300,17225
296,0,5,3,6.58,1300,17226
-73,0,,2,23.75,1200,17227
16,0,1,4,5.41,1200,17228
-24,0,2,2,6.41,1200,17229
-21,0,,,1.66,1100,17230
287,0,3,9,8.66,1300,17231
-48,0,2,7,4.75,1200,17232
31,0,7,7,18,1200,17233
-143,0,2,5,4.16,1300,17234
-78,0,7,1,16.66,1100,17235
-99,1,2,6,6.75,1300,17236
990,0,6,3,24.75,1100,17237
85,0,4,9,5.33,1200,17238
-35,0,4,6,4.5,1200,17239
-12,0,,,0.41,1200,17240
-62,0,7,1,21.41,1200,17241
-104,0,5,5,6.41,1100,17242
-106,0,,,16,1200,17243
87,0,5,9,8.66,1200,17244
-28,0,4,4,2.41,1300,17245
45,0,4,5,9.5,1200,17246
3,0,5,6,1.41,1200,17247
58,0,5,4,25.58,1300,17248
-31,0,,,3,1200,17249
186,0,2,6,1.66,1200,17250
44,0,5,9,7.5,1200,17251
-99,0,2,6,6.83,1200,17252
-65,1,4,6,27.5,1300,17253
18,0,3,8,3.33,1200,17254
-5,0,,,0.91,1100,17255
162,0,7,2,8.83,1200,17256
-78,0,7,4,35,1200,17257
447,0,6,8,7.58,1200,17258
220,0,,,1.5,1200,17259
-56,0,4,9,8.91,1300,17260
-5,0,,,15.5,1200,17261
63,0,5,6,1.75,1200,17262
-56,0,,,3.5,1200,17263
-14,0,2,3,3.41,1200,17264
-102,0,3,7,23.5,1200,17265
940,0,,,28.83,1200,17266
-22,0,2,6,3.08,1200,17267
-159,0,,,6.83,1200,17268
21,0,2,6,10.91,1300,17269
-34,0,2,6,4.66,1200,17270
13,0,,,0.25,1200,17271
-10,0,4,9,11.83,1200,17272
16,0,,,4.75,1300,17273
-30,0,,,2.91,1200,17274
264,0,,,21.83,1200,17275
311,0,1,7,3.08,1200,17276
287,0,4,6,9.08,1200,17277
-16,0,4,5,8.75,1300,17278
497,0,4,6,0.91,1300,17279
-45,0,,,6.75,1200,17280
-36,0,4,3,6.33,1200,17281
52,0,4,8,15.33,1200,17282
-24,0,2,3,8.66,1200,17283
194,0,4,6,0.5,1300,17284
-91,0,3,9,11.5,1200,17285
-2,0,,,8.41,1200,17286
-26,0,,,7.41,1100,17287
253,0,2,1,5.58,1100,17288
991,0,7,2,35.66,1300,17289
305,0,,,4.25,1200,17290
-16,1,3,9,12.33,1200,17291
-1,0,,,2.25,1200,17292
2,0,,,1.33,1200,17293
179,0,2,4,10.66,1200,17294
1121,0,3,9,5.58,1200,17295
1,0,,5,6.91,1200,17296
-29,0,,,7.91,1200,17297
-21,0,3,4,0.33,1200,17298
-59,0,7,2,10.75,1200,17299
36,0,,,1.33,1200,17300
-31,1,3,1,4,1200,17301
366,1,,,4.5,1200,17302
-33,0,,1,1.08,1200,17303
-10,0,,,14.91,1200,17304
-24,0,6,3,4.16,1200,17305
-16,0,2,4,2.66,1100,17306
-95,0,6,5,28.41,1200,17307
-30,0,,,4.5,1200,17308
458,0,4,7,8.58,1200,17309
36,0,2,4,1.75,1200,17310
12,0,3,8,1.25,1200,17311
-84,0,4,5,3.41,1200,17312
1126,0,3,7,15.58,1200,17313
-50,0,3,4,13.33,1200,17314
44,0,3,6,4.08,1200,17315
-69,1,3,5,5.25,1200,17316
577,1,3,8,16.75,1200,17317
13,0,7,7,21.58,1200,17318
-38,1,,,8.58,1200,17319
-6,1,4,3,13.16,1200,17320
-47,0,4,6,13.91,1200,17321
142,0,4,9,26.75,1200,17322
-68,0,2,5,9.5,1300,17323
121,1,4,7,7.5,1200,17324
-4,0,3,9,6.58,1200,17325
-73,1,6,6,9.08,1200,17326
193,0,3,7,21.5,1200,17327
111,0,,,5.5,1200,17328
194,0,7,2,0.16,1300,17329
12,0,,,2.33,1200,17330
-130,0,,,4.25,1200,17331
203,0,4,6,8.58,1200,17332
-17,0,3,6,4.83,1100,17333
-18,0,7,1,6,1200,17334
1042,1,5,8,20.66,1200,17335
-5,0,2,8,2.91,1200,17336
182,0,4,7,5.66,1200,17337
-18,0,2,1,3,1300,17338
-45,0,3,7,0.16,1300,17339
12,0,,,0.5,1200,17340
132,0,,,19.25,1200,17341
81,1,3,3,11.33,1200,17342
1323,0,7,1,23.58,1100,17343
-26,0,,,0.75,1200,17344
-2,0,,,0.58,1200,17345
10,0,,,0.16,1200,17346
-79,0,4,5,5.33,1200,17347
-60,1,2,4,3.16,1200,17348
13,0,5,9,5.5,1200,17349
-129,0,,,3.75,1200,17350
-46,0,,,17.33,1200,17351
450,0,6,4,11.41,1200,17352
109,0,,,12.83,1200,17353
-3,0,4,8,9.5,1300,17354
-18,0,2,1,2.41,1200,17355
115,0,4,6,18.5,1200,17356
-64,0,4,7,6.25,1200,17357
270,0,7,3,19.16,1200,17358
-36,0,4,,6.66,1200,17359
-26,0,2,6,4,1200,17360
57,0,2,7,11.75,1200,17361
1786,0,7,6,29.25,1300,17362
-59,0,5,2,4.25,1200,17363
-73,0,,,10.91,1200,17364
328,0,7,6,9.08,1200,17365
1717,0,6,8,21.33,1200,17366
88,0,2,4,9.33,1200,17367
80,0,4,8,8.66,1300,17368
-8,0,,,14.75,1100,17369
349,0,3,9,3.33,1200,17370
64,1,5,9,11.58,1200,17371
211,0,7,2,24.91,1200,17372
219,0,6,6,21,1200,17373
94,0,5,3,8.58,1200,17374
1233,0,,,6.25,1100,17375
-49,0,,,8.25,1200,17376
113,0,7,1,18.91,1100,17377
-15,0,,5,7,1300,17378
-51,0,4,6,1.83,1200,17379
45,0,3,5,5.25,1300,17380
675,0,7,4,28.66,1200,17381
7,0,3,3,5.58,1200,17382
-40,0,4,6,11.58,1200,17383
326,0,2,7,5.91,1300,17384
401,0,2,9,2.75,1200,17385
88,0,2,7,4.5,1100,17386
-21,0,,,1.41,1200,17387
596,0,3,8,6.33,1300,17388
-7,0,4,7,16,1200,17389
304,0,7,3,1.58,1200,17390
6,0,,,2,1300,17391
727,0,4,9,10.58,1200,17392
180,0,2,9,5.33,1200,17393
-72,0,6,4,23.41,1200,17394
500,1,,,4.91,1300,17395
-113,0,6,5,26.83,1300,17396
26,0,4,4,17.5,1200,17397
1455,0,4,7,4.41,1200,17398
4,0,,,4.41,1200,17399
-55,0,3,6,16.66,1300,17400
-18,0,,,0.91,1200,17401
-82,0,,,11.08,1200,17402
729,0,4,9,1.58,1200,17403
509,0,6,2,13.58,1200,17404
-61,0,6,5,34.5,1300,17405
424,1,,,2.66,1100,17406
118,0,7,6,19.16,1200,17407
165,0,,,0.16,1300,17408
-56,0,7,3,3.66,1200,17409
-4,0,5,9,10.58,1200,17410
593,0,5,6,9.66,1100,17411
-196,0,4,6,18.41,1200,17412
14,0,,,3.58,1200,17413
9,0,7,4,0.91,1300,17414
36,0,3,7,19.08,1300,17415
-22,0,,,4.08,1100,17416
-183,0,3,3,2.58,1200,17417
-62,0,6,2,7.08,1200,17418
-25,0,5,7,25,1200,17419
17,0,,5,1.5,1200,17420
-35,0,,,3.91,1200,17421
-32,0,3,6,1.08,1100,17422
-48,0,6,3,0.16,1200,17423
15,0,7,9,8.41,1200,17424
52,0,2,9,8.5,1200,17425
179,0,3,4,6.75,1200,17426
172,0,7,1,14.33,1200,17427
351,0,5,7,3.5,1200,17428
139,0,3,9,7.41,1200,17429
-18,0,2,6,2,1200,17430
98,1,3,9,22.75,1200,17431
48,0,4,9,5.08,1200,17432
-41,0,4,1,1.66,1200,17433
-79,1,2,6,9.75,1300,17434
-149,0,5,6,40.16,1200,17435
0,0,,,5.08,1200,17436
-95,0,2,3,10.08,1200,17437
-35,0,6,3,13.33,1100,17438
254,0,7,5,22.08,1300,17439
16,0,,,0.25,1300,17440
308,0,6,4,15.66,1200,17441
145,0,2,1,5.25,1200,17442
-21,0,,,0.5,1200,17443
20,0,2,6,4,1200,17444
769,0,7,1,19.25,1100,17445
-46,0,,,7.58,1200,17446
-18,0,4,7,6.66,1200,17447
-81,0,6,3,18.16,1200,17448
39,0,,,0.66,1200,17449
570,0,5,4,28.33,1200,17450
-70,0,,,3.08,1200,17451
10,0,,,1.5,1200,17452
-58,0,,,3,1200,17453
-61,0,2,,6.66,1200,17454
238,0,4,7,14.5,1200,17455
-3,0,,,5.41,1200,17456
-67,0,6,4,12.41,1200,17457
834,1,2,7,4.16,1300,17458
87,0,,,30.75,1200,17459
401,0,4,9,2.58,1200,17460
-121,0,4,4,6.75,1200,17461
5,0,,,29.25,1200,17462
375,0,5,6,5.08,1200,17463
356,0,4,6,11.08,1200,17464
-4,0,6,4,15.25,1200,17465
-97,0,3,8,6,1200,17466
-2,0,3,1,6.41,1300,17467
156,0,6,3,34.33,1100,17468
-162,1,2,4,6.16,1200,17469
307,0,7,1,29,1200,17470
86,0,,,0.83,1200,17471
337,0,4,8,3.58,1300,17472
-50,0,5,6,5.41,1200,17473
-45,0,5,9,10.66,1300,17474
-37,0,,,4.41,1200,17475
330,0,,,26.08,1200,17476
-3,0,,,6.16,1200,17477
-50,0,2,9,5.91,1200,17478
37,0,6,1,16.16,1300,17479
-70,0,5,,6,1200,17480
68,0,6,9,13,1300,17481
-78,0,7,1,6.58,1200,17482
15,0,,,4.08,1300,17483
301,0,4,8,9.25,1200,17484
585,1,4,9,21.5,1200,17485
117,0,5,9,8.5,1200,17486
1,0,2,5,4.75,1200,17487
103,1,4,6,23.91,1200,17488
300,0,7,9,0.58,1200,17489
38,0,,,5,1100,17490
-106,0,,,10.75,1200,17491
-67,0,6,8,24.16,1200,17492
-17,0,4,1,15.25,1300,17493
102,0,2,7,8.33,1200,17494
178,0,,,3.08,1200,17495
-33,0,4,7,11.41,1200,17496
-14,0,,,4.5,1200,17497
23,0,,,0.91,1300,17498
62,0,,,6.16,1200,17499
142,1,5,5,19.08,1100,17500
47,0,,,0.25,1300,17501
-32,0,5,4,18.33,1200,17502
-12,0,4,6,5.16,1100,17503
95,0,4,7,4.16,1200,17504
129,0,3,7,21.83,1200,17505
8,0,,,0.5,1200,17506
-16,0,7,9,1,1200,17507
-14,0,,6,0.83,1300,17508
130,0,1,1,4.16,1200,17509
19,0,,,11.33,1200,17510
-55,0,4,1,0.83,1300,17511
-19,0,2,6,4.33,1200,17512
-30,0,6,1,15.08,1100,17513
-176,0,,,3.25,1200,17514
203,1,3,7,4.16,1200,17515
-2,0,2,6,0.25,1200,17516
-31,0,6,4,20.66,1200,17517
18,0,5,6,9.66,1200,17518
150,0,3,9,4.41,1200,17519
-5,0,2,7,1.33,1200,17520
-5,0,,,1.16,1200,17521
186,0,6,5,31.33,1200,17522
173,0,4,7,30.08,1200,17523
-6,0,1,5,2.41,1200,17524
32,0,4,8,2.75,1200,17525
46,0,3,7,4.58,1200,17526
32,1,4,9,7.83,1200,17527
97,0,7,3,19.16,1300,17528
6,1,2,8,6.41,1200,17529
-46,0,4,2,1.91,1200,17530
5,0,,,2.83,1200,17531
8,0,6,9,9.25,1200,17532
-43,0,4,5,18.41,1100,17533
-17,0,5,7,32.16,1200,17534
-63,0,5,,7,1200,17535
192,0,4,6,2,1200,17536
525,0,6,3,7.33,1200,17537
-54,0,4,6,18.08,1100,17538
1299,1,2,9,1.33,1200,17539
-47,0,4,5,21.33,1200,17540
-92,0,,,15.25,1200,17541
-43,0,,,2.25,1200,17542
-19,0,,,9.75,1200,17543
-8,0,3,6,4.16,1200,17544
-208,1,6,4,11.41,1100,17545
25,1,2,5,1.5,1200,17546
11,0,2,3,5.08,1200,17547
307,1,2,6,5.58,1200,17548
823,0,7,6,31.66,1200,17549
-79,0,5,6,33.58,1300,17550
293,0,,,32.58,1200,17551
-35,0,1,3,3.75,1200,17552
20,0,,,8.08,1200,17553
-31,0,4,7,4.66,1200,17554
-7,0,,7,7.41,1200,17555
-1,0,3,6,7,1200,17556
-79,0,6,1,17.91,1200,17557
-138,1,6,7,27.83,1200,17558
247,0,3,7,14.08,1200,17559
141,1,2,6,5.25,1200,17560
150,1,1,6,12.16,1200,17561
-24,0,7,2,34.33,1100,17562
490,0,5,5,13.58,1200,17563
5,0,4,6,5.16,1200,17564
29,1,4,4,9.16,1100,17565
231,0,5,6,30.91,1300,17566
17,0,1,3,5.58,1200,17567
-23,0,7,1,1.91,1200,17568
9,1,1,6,6.58,1200,17569
137,0,6,1,15.5,1300,17570
8,0,2,3,10.16,1100,17571
-8,0,,,3.08,1200,17572
80,0,,,7.91,1200,17573
-24,1,2,9,6.08,1200,17574
60,0,6,3,15.75,1200,17575
-126,0,2,6,5.08,1200,17576
-47,0,,,5.41,1200,17577
-64,0,2,3,5.5,1300,17578
-114,0,7,1,18.58,1100,17579
-70,0,6,5,14.58,1200,17580
-65,0,3,1,6.58,1200,17581
42,0,2,,0.5,1200,17582
-31,0,3,4,4.66,1300,17583
149,0,4,8,14,1200,17584
1632,0,4,8,10.66,1200,17585
67,0,7,1,7.91,1200,17586
3,0,,,6.91,1200,17587
-161,0,2,9,4,1300,17588
44,0,3,6,9.25,1200,17589
630,0,3,6,2.66,1300,17590
434,0,4,9,12.41,1200,17591
-80,0,,4,2,1100,17592
-95,0,5,8,12.58,1200,17593
-79,0,,,16.66,1200,17594
223,0,5,9,11.33,1200,17595
-69,0,3,4,2.25,1100,17596
-21,0,3,4,19.08,1100,17597
-1,0,,,3.25,1200,17598
183,0,5,8,10.83,1200,17599
17,1,3,6,9.91,1200,17600
177,0,3,7,9.25,1200,17601
345,0,4,6,7.91,1200,17602
317,1,2,6,9.58,1200,17603
-9,0,,6,5.08,1200,17604
-27,0,,,0.66,1100,17605
1867,0,4,9,23.33,1200,17606
142,0,3,8,12.16,1200,17607
84,0,3,6,7.83,1200,17608
-22,0,,,15.5,1200,17609
88,0,4,7,7.83,1200,17610
153,0,4,9,11.58,1200,17611
511,0,6,5,37.41,1100,17612
16,0,6,7,15.91,1200,17613
240,0,,,33.66,1300,17614
1328,0,3,9,14.91,1200,17615
152,0,3,,6.66,1200,17616
1046,0,4,9,8.91,1200,17617
14,0,2,6,2.25,1200,17618
46,0,5,4,5.75,1200,17619
-146,0,6,7,13.08,1200,17620
311,0,7,5,22.08,1200,17621
963,0,4,8,8.16,1300,17622
-28,0,4,7,2.66,1200,17623
508,0,4,6,17.16,1200,17624
120,0,3,3,6.5,1200,17625
362,0,3,8,16.83,1200,17626
-47,0,,,0.83,1200,17627
-18,0,7,6,33.83,1200,17628
-26,0,,,7.08,1200,17629
279,0,3,5,10.58,1200,17630
-98,0,3,7,6.33,1200,17631
244,0,2,5,2,1200,17632
192,1,3,9,14.5,1200,17633
-55,0,,,14.08,1200,17634
-197,0,5,6,17.08,1200,17635
275,0,3,6,3.08,1200,17636
-29,0,3,3,0.91,1200,17637
-84,0,2,6,9.41,1200,17638
-12,0,,,0.41,1200,17639
-10,0,2,4,1.75,1200,17640
-12,0,,,2.5,1200,17641
-23,0,,,13.41,1200,17642
635,0,3,9,6.58,1200,17643
186,0,,,5.16,1200,17644
252,0,4,7,28.33,1200,17645
-14,0,2,4,4.58,1300,17646
89,0,7,8,14.58,1200,17647
286,0,4,3,27.16,1200,17648
344,0,4,9,7.58,1200,17649
354,0,4,8,22.58,1200,17650
-18,0,,,4.58,1200,17651
-162,0,,,25.91,1300,17652
698,0,5,7,20.25,1200,17653
92,0,5,9,25.08,1200,17654
-66,0,,3,3.33,1100,17655
-71,0,6,1,6.58,1200,17656
40,0,7,8,5,1200,17657
248,0,6,9,1.75,1300,17658
438,0,3,6,4.41,1300,17659
984,0,6,5,5.66,1300,17660
24,0,3,8,17.5,1200,17661
-20,0,4,6,11,1200,17662
-73,0,4,3,10.91,1200,17663
-97,0,4,7,14.91,1100,17664
-3,0,3,6,14.75,1200,17665
51,0,4,7,5.66,1200,17666
331,0,6,3,31.33,1200,17667
-95,0,6,7,8.08,1200,17668
91,0,5,7,33.83,1300,17669
179,0,2,3,6.41,1200,17670
-37,0,7,7,15,1200,17671
-14,0,6,7,22.08,1200,17672
-213,1,2,6,4.5,1200,17673
-5,0,4,6,7.33,1200,17674
197,0,7,4,25.83,1200,17675
25,0,,,3.33,1300,17676
4,0,3,8,9.91,1200,17677
41,0,,,27.58,1200,17678
-11,0,,,0.25,1200,17679
110,0,3,7,3.58,1200,17680
340,0,,,7.58,1200,17681
904,0,7,6,31.58,1200,17682
95,0,4,4,4.58,1300,17683
114,0,3,5,3.25,1100,17684
712,1,4,6,13.58,1200,17685
184,1,3,6,6.25,1200,17686
204,0,,,22.75,1300,17687
660,0,3,6,11.33,1200,17688
-31,1,4,3,5.16,1200,17689
215,0,2,3,3.33,1200,17690
61,0,6,5,3.75,1300,17691
-44,0,4,4,5.08,1200,17692
-23,0,,,16.08,1200,17693
-55,0,,,9,1100,17694
-30,0,6,6,13.16,1300,17695
-55,0,4,1,4.16,1300,17696
-29,1,,,3.5,1200,17697
38,0,6,2,30.08,1200,17698
-35,0,5,1,12.08,1200,17699
1146,0,2,5,6.75,1200,17700
428,0,,,11.58,1100,17701
154,0,5,6,14.91,1200,17702
-59,0,,,2.25,1200,17703
-55,0,,,3.5,1300,17704
-1,0,,,8.16,1200,17705
-15,0,3,7,7.75,1200,17706
177,1,3,7,15.25,1200,17707
-47,0,2,1,0.5,1200,17708
-20,0,1,,14.66,1200,17709
284,0,,,7.58,1100,17710
629,0,,,30.75,1200,17711
238,0,7,2,31.83,1200,17712
-48,0,3,3,4,1200,17713
-18,0,6,3,17.75,1200,17714
858,0,,,12.91,1200,17715
-31,0,7,1,22.08,1200,17716
-97,0,4,3,18.58,1200,17717
547,0,4,6,9.5,1200,17718
164,0,7,9,8.58,1200,17719
162,0,,,3.66,1200,17720
-18,0,,,0.83,1200,17721
32,1,4,3,1.75,1200,17722
17,0,,,6.16,1200,17723
168,0,5,8,3,1200,17724
-55,0,,,15.33,1200,17725
13,0,,,1.25,1200,17726
-70,0,,,0.66,1200,17727
-30,0,4,,4.33,1200,17728
-130,1,2,3,6.58,1200,17729
-2,0,3,6,2,1200,17730
28,0,5,1,7.16,1100,17731
111,0,7,6,9,1200,17732
-24,0,1,3,4.16,1200,17733
-116,0,,,25.16,1200,17734
-13,0,,,7.33,1100,17735
159,1,3,4,4.58,1100,17736
-17,0,6,4,3.16,1100,17737
-110,0,5,6,23.16,1200,17738
128,0,,,21.25,1300,17739
1128,0,,9,20.91,1200,17740
5,0,5,3,13,1100,17741
-135,0,4,2,10.5,1100,17742
290,1,3,8,14.33,1200,17743
193,0,3,7,8.41,1100,17744
1171,1,4,9,26.66,1200,17745
168,0,6,4,20,1200,17746
-2,1,3,8,8.66,1300,17747
-15,0,7,5,3.41,1200,17748
-17,0,7,4,0.66,1300,17749
130,0,4,6,24.83,1200,17750
1,1,3,8,6.66,1200,17751
99,0,5,4,10.91,1200,17752
-153,1,4,4,5.58,1200,17753
2,0,4,3,6.83,1200,17754
283,0,2,6,5.5,1200,17755
172,0,4,5,8.58,1200,17756
87,0,,,14.41,1200,17757
244,0,6,5,20.58,1100,17758
-59,0,2,9,4.75,1200,17759
20,0,4,5,3.75,1100,17760
236,0,7,8,16.83,1200,17761
