,Id,donate_00,donate_01,donate_02,donate_03,donate_04,donate_05,donate_06,donate_07,donate_08,donate_09,donate_10,donate_11,frequency,recency
4496,104496,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4497,104497,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4498,104498,1,1,1,0,0,0,0,0,1,1,1,0,6,0
4499,104499,1,1,1,1,1,0,1,1,1,1,0,0,9,1
4500,104500,1,0,1,1,0,0,0,0,0,0,0,0,3,7
4501,104501,1,0,1,1,0,0,0,0,0,0,0,0,3,7
4502,104502,1,1,1,1,1,1,0,1,1,1,1,0,10,0
4503,104503,1,0,1,0,0,0,0,0,0,0,0,0,2,8
4504,104504,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4505,104505,1,1,1,1,1,1,0,1,1,1,1,1,10,0
4506,104506,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4507,104507,1,1,1,1,1,1,1,0,0,0,0,0,7,4
4508,104508,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4509,104509,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4510,104510,1,1,1,1,1,1,1,1,0,1,1,0,10,0
4511,104511,1,0,0,0,0,0,0,1,0,0,1,1,3,0
4512,104512,1,0,1,0,0,0,0,0,0,0,0,0,2,8
4513,104513,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4514,104514,1,0,0,1,0,0,0,0,0,0,0,0,2,7
4515,104515,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4516,104516,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4517,104517,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4518,104518,1,0,1,1,0,1,1,1,1,0,0,0,7,2
4519,104519,1,1,0,1,1,1,0,0,1,0,0,0,6,2
4520,104520,1,1,1,1,0,1,1,0,0,0,0,0,6,4
4521,104521,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4522,104522,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4523,104523,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4524,104524,1,1,1,0,1,0,0,0,1,1,0,0,6,1
4525,104525,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4526,104526,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4527,104527,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4528,104528,1,0,0,0,1,1,1,1,0,0,0,0,5,3
4529,104529,1,0,0,1,0,0,0,0,0,1,0,0,3,1
4530,104530,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4531,104531,1,0,0,0,0,0,1,1,1,1,1,1,6,0
4532,104532,1,1,0,1,0,0,1,0,0,0,0,0,4,4
4533,104533,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4534,104534,1,1,1,0,0,1,0,0,1,1,0,0,6,1
4535,104535,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4536,104536,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4537,104537,1,1,1,0,0,1,0,0,0,0,0,0,4,5
4538,104538,1,0,0,1,0,1,1,0,0,0,0,1,4,4
4539,104539,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4540,104540,1,0,0,0,0,0,0,1,0,1,1,1,4,0
4541,104541,1,1,1,1,0,0,1,1,1,1,1,1,9,0
4542,104542,1,0,1,1,1,1,0,1,1,1,0,0,8,1
4543,104543,1,1,0,0,1,1,0,0,0,1,0,0,5,1
4544,104544,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4545,104545,1,0,1,1,1,1,1,1,1,1,1,0,10,0
4546,104546,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4547,104547,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4548,104548,1,1,1,0,1,1,0,0,0,0,0,0,5,5
4549,104549,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4550,104550,1,1,0,0,0,0,0,1,1,0,1,0,5,0
4551,104551,1,1,1,1,1,0,1,1,1,1,1,0,10,0
4552,104552,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4553,104553,1,0,0,1,0,0,0,0,0,0,0,0,2,7
4554,104554,1,1,0,0,0,0,1,0,0,0,0,0,3,4
4555,104555,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4556,104556,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4557,104557,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4558,104558,1,1,1,1,1,1,1,1,1,0,0,0,9,2
4559,104559,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4560,104560,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4561,104561,1,1,1,1,0,0,0,0,0,0,0,0,4,7
4562,104562,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4563,104563,1,1,1,1,1,0,0,1,1,0,1,1,8,0
4564,104564,1,0,0,1,0,0,1,1,1,1,1,1,7,0
4565,104565,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4566,104566,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4567,104567,1,1,1,1,1,1,0,0,0,0,0,0,6,5
4568,104568,1,1,1,1,0,1,0,1,0,0,1,1,7,0
4569,104569,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4570,104570,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4571,104571,1,1,1,1,1,1,0,0,0,0,0,0,6,5
4572,104572,1,1,0,1,0,1,0,0,0,0,0,0,4,5
4573,104573,1,1,0,0,0,0,0,0,0,0,1,0,3,0
4574,104574,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4575,104575,1,1,1,1,1,1,1,1,1,1,1,0,11,0
4576,104576,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4577,104577,1,1,1,1,1,0,0,0,0,0,0,0,5,6
4578,104578,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4579,104579,1,1,0,0,1,1,1,1,1,1,1,1,9,0
4580,104580,1,1,0,0,1,0,1,0,0,0,0,0,4,4
4581,104581,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4582,104582,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4583,104583,1,0,1,0,0,0,0,0,0,0,0,0,2,8
4584,104584,1,1,1,1,1,1,1,1,0,0,0,0,8,3
4585,104585,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4586,104586,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4587,104587,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4588,104588,1,1,1,0,1,1,1,1,1,1,1,0,10,0
4589,104589,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4590,104590,1,1,1,0,1,1,1,0,0,0,0,0,6,4
4591,104591,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4592,104592,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4593,104593,1,1,1,1,1,1,1,1,1,0,0,0,9,2
4594,104594,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4595,104595,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4596,104596,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4597,104597,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4598,104598,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4599,104599,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4600,104600,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4601,104601,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4602,104602,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4603,104603,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4604,104604,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4605,104605,1,0,0,0,0,0,0,1,0,0,0,0,2,3
4606,104606,1,1,1,1,1,1,1,1,0,0,0,0,8,3
4607,104607,1,1,1,1,0,0,0,0,1,1,0,1,6,1
4608,104608,1,1,1,1,1,0,0,0,0,0,0,0,5,6
4609,104609,1,0,0,1,1,0,0,0,0,0,0,0,3,6
4610,104610,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4611,104611,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4612,104612,1,0,1,1,1,1,1,1,1,1,1,1,10,0
4613,104613,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4614,104614,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4615,104615,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4616,104616,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4617,104617,1,1,0,1,0,0,0,0,0,0,0,0,3,7
4618,104618,1,0,0,0,0,1,0,0,0,0,0,0,2,5
4619,104619,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4620,104620,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4621,104621,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4622,104622,1,0,0,0,0,0,1,1,1,1,1,1,6,0
4623,104623,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4624,104624,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4625,104625,1,1,1,0,1,1,1,1,1,1,1,0,10,0
4626,104626,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4627,104627,1,1,1,1,1,0,0,0,0,0,0,0,5,6
4628,104628,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4629,104629,1,1,1,1,1,1,1,1,1,1,1,0,11,0
4630,104630,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4631,104631,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4632,104632,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4633,104633,1,1,0,0,0,1,0,0,1,1,1,0,6,0
4634,104634,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4635,104635,1,1,1,1,1,1,1,1,0,0,1,0,9,0
4636,104636,1,0,0,1,0,1,1,1,0,1,1,0,7,0
4637,104637,1,0,0,0,1,0,0,0,0,0,0,0,2,6
4638,104638,1,0,1,1,1,1,0,0,0,0,0,0,5,5
4639,104639,1,0,0,0,0,1,0,0,0,0,0,0,2,5
4640,104640,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4641,104641,1,1,1,1,1,1,0,0,0,0,0,0,6,5
4642,104642,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4643,104643,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4644,104644,1,1,1,1,1,1,1,0,1,1,1,1,10,0
4645,104645,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4646,104646,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4647,104647,1,1,1,1,1,1,0,1,1,1,1,0,10,0
4648,104648,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4649,104649,1,1,0,0,0,1,1,1,1,1,0,1,7,1
4650,104650,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4651,104651,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4652,104652,1,0,1,0,1,0,0,0,0,0,0,0,3,6
4653,104653,1,1,0,1,1,1,0,1,1,1,1,1,9,0
4654,104654,1,1,1,0,0,1,0,0,0,0,0,0,4,5
4655,104655,1,0,1,1,0,0,0,0,0,0,1,0,4,0
4656,104656,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4657,104657,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4658,104658,1,1,1,0,1,1,0,1,0,1,1,1,8,0
4659,104659,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4660,104660,1,1,1,1,1,1,1,1,0,1,1,1,10,0
4661,104661,1,1,1,1,1,0,1,0,1,1,0,1,8,1
4662,104662,1,0,0,0,0,1,0,0,0,0,0,0,2,5
4663,104663,1,1,1,1,1,1,0,0,0,0,0,0,6,5
4664,104664,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4665,104665,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4666,104666,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4667,104667,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4668,104668,1,0,1,1,0,0,0,0,0,0,0,0,3,7
4669,104669,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4670,104670,1,1,1,1,0,0,0,0,0,0,0,0,4,7
4671,104671,1,1,1,1,1,1,0,1,1,0,0,0,8,2
4672,104672,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4673,104673,1,1,1,1,0,1,1,1,1,1,0,0,9,1
4674,104674,1,0,1,0,0,1,0,1,1,1,1,0,7,0
4675,104675,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4676,104676,1,0,0,0,0,1,0,1,1,0,0,1,4,2
4677,104677,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4678,104678,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4679,104679,1,1,1,0,0,1,1,0,0,0,0,0,5,4
4680,104680,1,0,0,0,0,0,0,0,1,1,1,0,4,0
4681,104681,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4682,104682,1,1,1,1,1,0,0,0,1,1,1,1,8,0
4683,104683,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4684,104684,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4685,104685,1,1,1,0,0,0,1,1,1,1,1,0,8,0
4686,104686,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4687,104687,1,1,1,1,1,1,1,1,0,0,1,0,9,0
4688,104688,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4689,104689,1,1,0,1,1,1,1,1,0,1,0,0,8,1
4690,104690,1,1,1,1,1,0,0,0,0,1,0,0,6,1
4691,104691,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4692,104692,1,1,1,0,0,0,0,0,1,1,0,1,5,1
4693,104693,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4694,104694,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4695,104695,1,1,0,1,1,1,0,1,1,0,0,0,7,2
4696,104696,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4697,104697,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4698,104698,1,0,0,1,1,0,0,1,1,1,0,1,6,1
4699,104699,1,0,1,1,0,0,0,1,1,1,0,1,6,1
4700,104700,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4701,104701,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4702,104702,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4703,104703,1,1,1,1,1,1,1,1,0,0,0,0,8,3
4704,104704,1,1,1,1,1,0,0,1,1,1,1,1,9,0
4705,104705,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4706,104706,1,0,0,0,0,1,0,0,0,0,0,0,2,5
4707,104707,1,0,0,1,1,1,1,1,1,1,1,0,9,0
4708,104708,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4709,104709,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4710,104710,1,1,0,1,0,1,0,0,0,0,0,0,4,5
4711,104711,1,0,0,0,1,0,0,0,0,0,0,0,2,6
4712,104712,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4713,104713,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4714,104714,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4715,104715,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4716,104716,1,0,0,1,1,0,0,0,0,0,0,0,3,6
4717,104717,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4718,104718,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4719,104719,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4720,104720,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4721,104721,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4722,104722,1,1,0,1,0,1,1,0,0,0,0,0,5,4
4723,104723,1,0,0,0,0,0,0,0,0,1,1,0,3,0
4724,104724,1,1,1,1,1,0,1,1,1,1,1,1,10,0
4725,104725,1,1,0,1,1,0,0,0,0,0,0,0,4,6
4726,104726,1,0,0,0,0,1,0,1,0,0,0,0,3,3
4727,104727,1,1,1,0,1,0,0,0,0,0,0,0,4,6
4728,104728,1,1,1,1,1,1,1,0,1,1,1,0,10,0
4729,104729,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4730,104730,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4731,104731,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4732,104732,1,0,1,1,0,0,0,1,1,0,0,0,5,2
4733,104733,1,0,0,1,1,0,0,0,0,0,0,1,3,6
4734,104734,1,1,0,1,0,0,1,0,0,0,0,0,4,4
4735,104735,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4736,104736,1,0,0,1,0,0,0,0,0,0,0,0,2,7
4737,104737,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4738,104738,1,0,1,0,0,0,0,0,0,0,0,0,2,8
4739,104739,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4740,104740,1,0,1,1,0,1,0,1,1,1,1,0,8,0
4741,104741,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4742,104742,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4743,104743,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4744,104744,1,1,1,1,0,0,0,0,0,0,1,0,5,0
4745,104745,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4746,104746,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4747,104747,1,1,0,1,1,0,1,0,1,1,0,0,7,1
4748,104748,1,0,1,0,1,1,0,0,0,0,0,0,4,5
4749,104749,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4750,104750,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4751,104751,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4752,104752,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4753,104753,1,1,1,1,1,0,0,0,0,0,0,0,5,6
4754,104754,1,0,1,0,0,1,0,0,1,0,1,0,5,0
4755,104755,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4756,104756,1,1,1,1,0,0,0,0,0,0,0,0,4,7
4757,104757,1,1,0,0,0,0,0,1,0,0,0,0,3,3
4758,104758,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4759,104759,1,1,0,1,0,0,0,0,0,0,0,0,3,7
4760,104760,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4761,104761,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4762,104762,1,1,1,1,1,1,1,0,1,1,0,0,9,1
4763,104763,1,0,1,1,1,1,1,1,1,0,0,0,8,2
4764,104764,1,1,1,1,0,1,1,1,1,1,1,1,10,0
4765,104765,1,0,0,0,1,0,0,0,0,0,0,0,2,6
4766,104766,1,0,0,0,1,0,0,0,0,0,0,0,2,6
4767,104767,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4768,104768,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4769,104769,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4770,104770,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4771,104771,1,1,1,1,1,1,1,0,0,0,0,1,7,4
4772,104772,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4773,104773,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4774,104774,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4775,104775,1,1,1,1,1,1,1,1,1,0,1,1,10,0
4776,104776,1,0,0,0,0,0,0,1,1,0,0,0,3,2
4777,104777,1,0,1,0,1,0,1,0,1,1,0,0,6,1
4778,104778,1,1,0,0,0,0,0,0,0,0,1,1,3,0
4779,104779,1,0,0,0,0,0,1,1,0,1,1,1,5,0
4780,104780,1,1,1,1,0,0,0,0,0,0,0,0,4,7
4781,104781,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4782,104782,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4783,104783,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4784,104784,1,1,1,1,0,0,0,0,0,0,0,0,4,7
4785,104785,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4786,104786,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4787,104787,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4788,104788,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4789,104789,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4790,104790,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4791,104791,1,1,1,1,1,1,0,0,0,1,1,0,8,0
4792,104792,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4793,104793,1,1,1,1,1,1,0,0,0,0,0,0,6,5
4794,104794,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4795,104795,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4796,104796,1,0,0,1,1,1,0,1,0,0,0,0,5,3
4797,104797,1,1,1,0,0,1,0,1,1,0,0,0,6,2
4798,104798,1,1,1,1,1,0,1,0,1,0,1,0,8,0
4799,104799,1,1,1,1,0,1,0,0,0,1,0,0,6,1
4800,104800,1,0,0,1,1,0,0,0,0,0,0,0,3,6
4801,104801,1,1,1,1,0,1,0,1,1,1,1,1,9,0
4802,104802,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4803,104803,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4804,104804,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4805,104805,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4806,104806,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4807,104807,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4808,104808,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4809,104809,1,0,0,1,0,1,0,0,0,0,0,0,3,5
4810,104810,1,1,0,0,1,0,1,1,1,1,1,1,8,0
4811,104811,1,0,0,1,0,0,0,0,0,0,0,0,2,7
4812,104812,1,0,0,1,1,1,1,1,1,1,1,0,9,0
4813,104813,1,1,0,1,0,1,0,0,0,0,0,0,4,5
4814,104814,1,1,1,0,0,1,1,1,0,0,0,0,6,3
4815,104815,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4816,104816,1,1,1,1,0,0,0,0,0,0,0,0,4,7
4817,104817,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4818,104818,1,1,1,0,0,0,1,0,0,0,0,0,4,4
4819,104819,1,1,1,1,1,0,0,0,0,0,0,0,5,6
4820,104820,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4821,104821,1,1,1,0,0,1,0,0,0,0,1,1,5,0
4822,104822,1,0,1,1,0,1,1,0,1,1,1,1,8,0
4823,104823,1,1,0,1,1,1,1,0,0,1,1,1,8,0
4824,104824,1,1,1,1,1,1,1,1,0,0,0,0,8,3
4825,104825,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4826,104826,1,1,1,1,0,1,0,1,1,1,1,1,9,0
4827,104827,1,1,1,1,1,1,1,1,0,1,0,0,9,1
4828,104828,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4829,104829,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4830,104830,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4831,104831,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4832,104832,1,1,1,1,1,1,1,1,1,0,0,0,9,2
4833,104833,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4834,104834,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4835,104835,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4836,104836,1,0,0,1,0,1,1,0,1,1,1,0,7,0
4837,104837,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4838,104838,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4839,104839,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4840,104840,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4841,104841,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4842,104842,1,0,0,0,0,0,0,0,0,0,0,1,1,10
4843,104843,1,1,0,1,1,0,1,0,1,0,0,1,6,2
4844,104844,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4845,104845,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4846,104846,1,0,0,0,1,1,1,1,1,1,1,1,8,0
4847,104847,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4848,104848,1,1,1,0,0,1,0,0,0,0,1,1,5,0
4849,104849,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4850,104850,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4851,104851,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4852,104852,1,1,1,1,1,1,0,0,0,0,0,0,6,5
4853,104853,1,1,1,1,1,1,1,0,1,1,1,1,10,0
4854,104854,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4855,104855,1,1,1,1,0,1,1,0,0,0,0,0,6,4
4856,104856,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4857,104857,1,0,1,1,1,0,1,0,1,1,0,0,7,1
4858,104858,1,0,0,0,1,1,0,0,0,0,0,0,3,5
4859,104859,1,1,0,0,1,0,0,0,0,1,1,1,5,0
4860,104860,1,0,0,1,1,1,0,0,0,0,0,0,4,5
4861,104861,1,1,1,0,0,1,1,1,0,0,0,0,6,3
4862,104862,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4863,104863,1,0,0,0,0,0,1,0,0,0,0,0,2,4
4864,104864,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4865,104865,1,1,0,1,1,1,1,0,0,0,0,0,6,4
4866,104866,1,1,1,1,1,1,1,1,1,1,1,1,11,0
4867,104867,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4868,104868,1,1,1,1,0,1,1,1,1,0,1,1,9,0
4869,104869,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4870,104870,1,0,1,0,0,1,1,1,0,0,0,0,5,3
4871,104871,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4872,104872,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4873,104873,1,0,0,0,0,0,0,0,0,0,1,0,2,0
4874,104874,1,1,1,1,0,0,0,0,1,1,1,0,7,0
4875,104875,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4876,104876,1,0,0,1,0,1,1,1,0,1,1,0,7,0
4877,104877,1,0,0,1,0,0,0,1,0,0,0,0,3,3
4878,104878,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4879,104879,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4880,104880,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4881,104881,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4882,104882,1,1,1,1,1,1,1,1,0,0,0,0,8,3
4883,104883,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4884,104884,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4885,104885,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4886,104886,1,1,1,1,0,0,0,0,0,0,1,1,5,0
4887,104887,1,0,0,1,1,1,1,1,1,0,1,0,8,0
4888,104888,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4889,104889,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4890,104890,1,1,1,0,0,0,0,0,0,0,0,0,3,8
4891,104891,1,1,1,1,1,1,0,0,0,0,0,0,6,5
4892,104892,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4893,104893,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4894,104894,1,1,1,0,1,1,0,0,0,0,0,0,5,5
4895,104895,1,1,1,0,0,0,0,1,0,0,0,0,4,3
4896,104896,1,1,1,0,0,1,1,1,1,0,1,0,8,0
4897,104897,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4898,104898,1,1,1,1,0,0,0,0,0,0,0,0,4,7
4899,104899,1,0,0,0,0,0,0,0,0,0,0,0,1,10
4900,104900,1,1,1,1,0,0,0,0,0,0,0,0,4,7
4901,104901,1,1,1,0,1,0,0,0,0,0,0,0,4,6
4902,104902,1,1,0,0,0,0,0,0,0,0,0,0,2,9
4903,104903,1,1,1,1,0,1,1,1,1,1,0,1,9,1
4904,104904,1,1,0,1,1,0,1,1,1,1,1,1,9,0
