Customer_Number,Monetary,Frequency,Last.Purchase,average.number.of.cds,recency,purchase.amount.time2,retained
12281,11.77,1,2/13/97,1,229,NA,0
12282,29.99,1,2/13/97,1,229,NA,0
12283,11.38,2,2/13/97,1,229,NA,0
12284,29.92,1,2/13/97,2,229,NA,0
12285,15.36,1,2/13/97,1,229,30.98,1
12286,50.27666667,3,4/29/97,3.333333333,154,48.47,1
12287,93.135,2,9/21/97,5,9,26.48,1
12288,15.3,1,2/13/97,1,229,NA,0
12289,48.785,2,3/2/97,3.5,212,NA,0
12290,13.97,1,2/13/97,1,229,NA,0
12291,23.55,2,6/22/97,1.5,100,29.98,1
12292,99.62,1,2/13/97,6,229,NA,0
12293,37,2,9/27/97,3,3,NA,0
12294,56.28,1,2/14/97,4,228,NA,0
12295,26.39,12,9/11/97,1.5,19,42.18,1
12296,22.77,1,2/13/97,1,229,NA,0
12297,24.14,2,5/6/97,2,147,12.58,1
12298,37.62,2,5/1/97,2.5,152,43.47,1
12299,12.50333333,3,7/10/97,1,82,NA,0
12300,4.79,1,2/25/97,1,217,NA,0
12301,24.99,1,2/13/97,1,229,27.98,1
12302,171.67,1,2/14/97,11,228,NA,0
12303,32.85,2,9/13/97,2.5,17,NA,0
12304,226.83,5,2/26/97,7,216,NA,0
12305,14.37,1,2/14/97,1,228,NA,0
12306,14.79,1,2/14/97,1,228,NA,0
12307,14.99,1,2/14/97,1,228,NA,0
12308,49.09,5,7/30/97,3.4,62,NA,0
12309,33.98,1,2/14/97,2,228,NA,0
12310,33.10333333,3,9/30/97,2.333333333,0,25.16666667,1
12311,28.86,2,3/11/97,1.5,203,18.49,1
12312,65.37,1,2/14/97,1,228,NA,0
12313,17.76,1,2/19/97,2,223,NA,0
12314,34.71,1,2/14/97,3,228,NA,0
12315,29.99,1,2/14/97,1,228,134.44,1
12316,8.52,2,5/21/97,1,132,12.74666667,1
12317,25,1,2/14/97,2,228,NA,0
12318,16.7,1,2/14/97,1,228,NA,0
12319,14.37,1,2/14/97,1,228,NA,0
12320,77.06333333,3,6/2/97,4.666666667,120,105.93,1
12321,53.63,4,4/20/97,4,163,NA,0
12322,23.09333333,3,9/24/97,1.666666667,6,38.505,1
12323,27.94333333,3,6/17/97,2,105,33.98,1
12324,42.305,2,2/20/97,3.5,222,NA,0
12325,64.74,1,2/26/97,2,216,NA,0
12326,40.35714286,7,6/8/97,2.857142857,114,NA,0
12327,21.95,1,2/14/97,2,228,NA,0
12328,49.96,1,2/14/97,4,228,NA,0
12329,26.14,1,3/2/97,2,212,NA,0
12330,13.77,1,2/14/97,1,228,NA,0
12331,20.075,4,8/31/97,1.5,30,19.864,1
12332,10.77,1,2/14/97,1,228,NA,0
12333,20.66,2,9/20/97,1.5,10,NA,0
12334,32.51,1,2/14/97,3,228,51.96,1
12335,41.77,1,2/14/97,1,228,NA,0
12336,40.90333333,6,6/17/97,3,105,36.6125,1
12337,66.43,1,2/14/97,5,228,NA,0
12338,53.46,1,2/14/97,4,228,29.225,1
12339,12.565,2,6/27/97,1,95,NA,0
12340,72.72,2,2/21/97,4,221,NA,0
12341,11.77,1,2/14/97,1,228,NA,0
12342,14.48,2,6/24/97,1,98,NA,0
12343,28.33,1,2/14/97,2,228,NA,0
12344,43.43666667,3,6/16/97,3,106,21.98,1
12345,15.36,1,2/14/97,1,228,NA,0
12346,23.54,1,2/14/97,2,228,NA,0
12347,106.53,1,2/16/97,7,226,NA,0
12348,25.26,1,2/14/97,2,228,NA,0
12349,45.67333333,3,2/22/97,2,220,NA,0
12350,14.96,1,2/14/97,1,228,NA,0
12351,13.365,2,8/17/97,1,44,NA,0
12352,71.82,12,9/2/97,5,28,124.108,1
12353,21.15,2,5/16/97,1.5,137,39.93333333,1
12354,17.168,5,8/16/97,1,45,21.282,1
12355,40.18666667,3,2/27/97,2.666666667,215,NA,0
12356,17.6625,4,9/5/97,1.25,25,14.99,1
12357,11.77,2,2/25/97,1,217,18.235,1
12358,14.07666667,3,9/9/97,1,21,11.88,1
12359,11.57,1,2/14/97,2,228,NA,0
12360,13.50333333,3,4/23/97,1,160,46.22,1
12361,42.03,1,2/14/97,3,228,NA,0
12362,11.77,1,2/14/97,1,228,NA,0
12363,10.97,1,2/14/97,1,228,NA,0
12364,15.99,2,3/7/97,1,207,NA,0
12365,13.97,1,2/14/97,1,228,NA,0
12366,0,1,2/14/97,1,228,NA,0
12367,70.7992,25,9/24/97,5.12,6,57.95028571,1
12368,36.71,1,2/14/97,3,228,39.97,1
12369,14.96,1,2/14/97,1,228,NA,0
12370,28.94,1,2/14/97,3,228,23.23,1
12371,163.7,2,2/18/97,11.5,224,NA,0
12372,25.14,1,2/14/97,2,228,NA,0
12373,13.465,4,8/4/97,1,57,16.135,1
12374,14.79,1,2/14/97,1,228,NA,0
12375,19.99,1,2/14/97,1,228,NA,0
12376,14.96,1,2/14/97,1,228,NA,0
12377,26.77,1,2/14/97,1,228,NA,0
12378,11.77,1,2/14/97,1,228,NA,0
12379,52.52,3,7/3/97,4.333333333,89,NA,0
12380,23.94,1,2/18/97,2,224,NA,0
12381,9.99,1,2/14/97,1,228,28.98,1
12382,14.96,1,2/14/97,1,228,NA,0
12383,67.27,2,2/19/97,4,223,NA,0
12384,73.03,2,7/24/97,3,68,NA,0
12385,14.37,2,3/13/97,1,201,23.98,1
12386,13.97,1,2/14/97,1,228,NA,0
12387,13.77,1,2/14/97,1,228,NA,0
12388,29.33,1,2/14/97,2,228,NA,0
12389,11.77,1,2/14/97,1,228,25.025,1
12390,15.36,1,2/14/97,1,228,NA,0
12391,29.99,1,2/14/97,1,228,NA,0
12392,15.9,1,2/14/97,1,228,NA,0
12393,15.96,1,2/14/97,1,228,NA,0
12394,17.76,1,2/14/97,1,228,NA,0
12395,12.36666667,3,6/11/97,1,111,NA,0
12396,18.77,1,2/14/97,1,228,NA,0
12397,40.41,2,2/18/97,3,224,NA,0
12398,34.585,2,5/20/97,2.5,133,NA,0
12399,21.3075,4,4/28/97,1.25,155,28.3025,1
12400,42.595,2,6/26/97,3.5,96,43.74333333,1
12401,25.77,1,2/14/97,1,228,9.99,1
12402,44.88,1,2/14/97,3,228,NA,0
12403,6.79,1,2/14/97,1,228,NA,0
12404,54.07666667,3,8/13/97,4.333333333,48,NA,0
12405,9.58,1,2/14/97,2,228,NA,0
12406,26.74,1,2/18/97,2,224,NA,0
12407,21.355,2,4/29/97,1.5,154,NA,0
12408,14.37,1,2/14/97,1,228,NA,0
12409,38.77,1,2/14/97,1,228,NA,0
12410,41.54,1,2/14/97,2,228,NA,0
12411,14.96,1,2/14/97,1,228,NA,0
12412,37.48,1,2/17/97,4,225,NA,0
12413,13.77,1,2/14/97,1,228,NA,0
12414,15.36,1,2/14/97,1,228,NA,0
12415,19.77,1,3/13/97,1,201,9.99,1
12416,35.85,2,4/5/97,1.5,178,NA,0
12417,18.055,2,2/17/97,1.5,225,NA,0
12418,26.73,1,2/14/97,2,228,NA,0
12419,12.97,1,2/14/97,1,228,19.65666667,1
12420,57.90333333,3,7/27/97,3.666666667,65,NA,0
12421,14.37,1,2/14/97,1,228,NA,0
12422,11.77,1,2/14/97,1,228,NA,0
12423,16.7,1,2/14/97,1,228,NA,0
12424,12.98,2,2/22/97,1,220,NA,0
12425,52.87,1,2/16/97,4,226,NA,0
12426,33.31,1,2/14/97,3,228,53.97,1
12427,16.37,2,7/7/97,1,85,NA,0
12428,13.97,1,2/14/97,1,228,NA,0
12429,105.84,1,2/14/97,3,228,NA,0
12430,49.48666667,3,6/22/97,3.333333333,100,55.03,1
12431,27.34,1,2/14/97,2,228,NA,0
12432,24.74,2,2/18/97,2,224,NA,0
12433,37.85333333,3,6/27/97,2.333333333,95,43.97,1
12434,30.72,1,2/14/97,2,228,NA,0
12435,28.13,2,6/4/97,2,118,52.5975,1
12436,23.9075,4,7/3/97,1.75,89,38.47,1
12437,22.99,1,2/14/97,1,228,NA,0
12438,27.94,1,2/14/97,2,228,NA,0
12439,26.76333333,9,5/30/97,1.888888889,123,13.99,1
12440,36.31,1,2/14/97,3,228,NA,0
12441,12.49,1,2/14/97,1,228,5.99,1
12442,25.94,1,2/14/97,2,228,NA,0
12443,11.66333333,3,5/26/97,1,127,NA,0
12444,96.11,1,2/27/97,8,215,NA,0
12445,31.73,1,2/14/97,2,228,42.465,1
12446,13.97,1,2/14/97,1,228,NA,0
12447,25.07,3,8/7/97,1.666666667,54,NA,0
12448,14.37,1,2/14/97,1,228,NA,0
12449,16.36,1,2/14/97,1,228,NA,0
12450,17.75,1,2/14/97,2,228,NA,0
12451,190.86,1,2/14/97,9,228,NA,0
12452,11.77,1,2/14/97,1,228,NA,0
12453,20.69714286,7,8/5/97,1.428571429,56,27.4525,1
12454,21.86,2,3/22/97,1.5,192,12.58,1
12455,36.71428571,7,8/20/97,3.714285714,41,35.182,1
12456,43.14,3,7/26/97,3.333333333,66,34.235,1
12457,30.5,2,4/2/97,2.5,181,33.148,1
12458,22.65666667,3,3/11/97,1,203,NA,0
12459,27.47666667,3,4/2/97,1.333333333,181,NA,0
12460,17.9,1,2/14/97,1,228,NA,0
12461,45.29,1,2/15/97,3,227,NA,0
12462,42.86,2,8/2/97,2.5,59,37.36,1
12463,14.99,1,2/14/97,1,228,NA,0
12464,23.54,1,2/14/97,2,228,NA,0
12465,130.69,1,2/14/97,2,228,NA,0
12466,40.105,2,4/4/97,3,179,56.39,1
12467,13.115,4,9/17/97,1,13,15.74,1
12468,89.98,1,2/24/97,6,218,NA,0
12469,156.82,1,2/14/97,13,228,NA,0
12470,78.505,2,3/13/97,5.5,201,NA,0
12471,16.56,2,4/13/97,1,170,18.3625,1
12472,32.092,5,8/16/97,2.8,45,23.48666667,1
12473,11.77,1,2/14/97,1,228,NA,0
12474,13.97,1,2/14/97,1,228,17.405,1
12475,31.52,1,2/14/97,2,228,NA,0
12476,34.60857143,7,9/9/97,2.571428571,21,32.388,1
12477,15.76,1,2/14/97,1,228,23.76,1
12478,58.51,1,2/14/97,3,228,NA,0
12479,23.8,5,9/5/97,2.2,25,NA,0
12480,31.405,6,9/10/97,2,20,18.74,1
12481,13.16666667,3,4/10/97,1,173,14.24,1
12482,47.68,2,5/19/97,3.5,134,55.95666667,1
12483,45.02333333,3,9/8/97,3.333333333,22,48.35142857,1
12484,42.44,1,2/14/97,3,228,NA,0
12485,14.96,1,2/14/97,1,228,NA,0
12486,42.31,1,2/14/97,3,228,NA,0
12487,5.78,1,2/14/97,1,228,NA,0
12488,10.875,2,3/17/97,1,197,12.49,1
12489,24.4375,4,8/10/97,1.25,51,30.24133333,1
12490,12.49,1,2/14/97,1,228,NA,0
12491,19.94,1,2/14/97,2,228,NA,0
12492,33.51,1,2/14/97,3,228,NA,0
12493,45.28,1,2/14/97,4,228,65.45,1
12494,39.97,1,2/14/97,1,228,NA,0
12495,12.49,1,2/14/97,1,228,NA,0
12496,21.975,2,6/10/97,1.5,112,27.48,1
12497,37.06,2,3/5/97,2.5,209,NA,0
12498,12.97,1,2/14/97,1,228,11.88,1
12499,34.97,1,2/14/97,1,228,NA,0
12500,58.66,2,7/18/97,4,74,48.97,1
12501,19.89666667,3,9/14/97,1.666666667,16,NA,0
12502,15.40333333,3,9/11/97,1,19,36.46666667,1
12503,19.99,1,2/14/97,1,228,12.58,1
12504,14.96,1,2/14/97,1,228,NA,0
12505,29.24666667,9,6/12/97,2.111111111,110,NA,0
12506,20.82,2,4/16/97,1.5,167,NA,0
12507,19.44,3,9/12/97,1.666666667,18,20.735,1
12508,12.49,1,2/14/97,1,228,NA,0
12509,33.52666667,3,9/20/97,2.333333333,10,44.97,1
12510,37.51,1,2/16/97,3,226,NA,0
12511,14.43,2,3/12/97,2,202,NA,0
12512,15.36,1,3/1/97,1,213,NA,0
12513,23.9025,4,4/24/97,1.5,159,NA,0
12514,13.97,2,2/20/97,1,222,9.49,1
12515,38.44,1,2/14/97,3,228,54.45,1
12516,15.76,1,2/14/97,1,228,NA,0
12517,27.34,1,2/14/97,2,228,NA,0
12518,14.37,1,2/14/97,1,228,NA,0
12519,40.7,1,2/14/97,3,228,NA,0
12520,26.57,1,2/14/97,3,228,NA,0
12521,23.25636364,11,6/27/97,1.636363636,95,52.215,1
12522,9.77,1,2/14/97,1,228,NA,0
12523,39.44333333,3,7/2/97,3,90,29.29166667,1
12524,14.37,1,2/14/97,1,228,NA,0
12525,39.255,2,3/8/97,1.5,206,NA,0
12526,29.98,1,2/14/97,2,228,NA,0
12527,32.525,2,5/19/97,2.5,134,NA,0
12528,32.05,2,7/6/97,2,86,13.74,1
12529,12.97,1,2/14/97,1,228,NA,0
12530,20.855,2,6/25/97,1.5,97,28.27,1
12531,27.21,3,8/30/97,1.666666667,31,26.3,1
12532,221.18,1,2/14/97,12,228,NA,0
12533,52.17,2,2/16/97,4,226,NA,0
12534,18.02,4,5/23/97,1,130,17.48857143,1
12535,10.51,3,7/29/97,1,63,NA,0
12536,13.97,1,2/14/97,1,228,NA,0
12537,77.72,2,8/30/97,4.5,31,86.43,1
12538,36.54166667,6,9/7/97,2,23,28.2975,1
12539,28.34,1,2/14/97,2,228,NA,0
12540,14.37,1,2/14/97,1,228,NA,0
12541,19.3,1,2/14/97,1,228,NA,0
12542,44.985,2,4/6/97,3,177,NA,0
12543,17.96,1,3/23/97,1,191,NA,0
12544,24.335,2,3/9/97,2,205,30.98,1
12545,67.51,1,2/15/97,3,227,NA,0
12546,9.88,2,3/30/97,1,184,15.99,1
12547,12.0725,4,8/28/97,1,33,21.48333333,1
12548,16.125,2,9/17/97,1.5,13,37.605,1
12549,21.99,1,2/15/97,1,227,NA,0
12550,12.77,1,2/15/97,1,227,NA,0
12551,24.98,1,3/13/97,2,201,NA,0
12552,31.2325,4,9/20/97,2.25,10,20.38,1
12553,36.61333333,3,7/19/97,3,73,54.0725,1
12554,16.36,1,2/15/97,1,227,NA,0
12555,35.51,1,2/15/97,4,227,NA,0
12556,30.56,5,6/24/97,1.8,98,55.965,1
12557,35.96,1,2/15/97,2,227,36.16,1
12558,14.37,1,2/15/97,1,227,NA,0
12559,28.08176471,17,6/29/97,2.294117647,93,NA,0
12560,33.93,1,2/15/97,3,227,NA,0
12561,66.25,1,2/15/97,5,227,22.985,1
12562,37.405,4,8/24/97,2.25,37,47.32,1
12563,12.565,2,2/20/97,1,222,14.49,1
12564,43.3,1,2/15/97,3,227,NA,0
12565,25.74,1,2/15/97,2,227,NA,0
12566,24.075,2,8/8/97,2,53,38.215,1
12567,28.7,2,8/30/97,1.5,31,41.22,1
12568,59.60666667,6,6/15/97,4.166666667,107,129.3566667,1
12569,28.34,1,2/15/97,2,227,NA,0
12570,44.612,5,5/21/97,2,132,NA,0
12571,55.89,1,2/15/97,4,227,18.49714286,1
12572,27.94,1,2/15/97,2,227,NA,0
12573,14.9,1,2/15/97,1,227,NA,0
12574,11.77,1,2/15/97,1,227,NA,0
12575,36.99,1,2/15/97,1,227,NA,0
12576,21.99,1,2/15/97,1,227,NA,0
12577,33.6,1,2/15/97,2,227,26.98,1
12578,23.1425,4,3/7/97,2,207,NA,0
12579,31.25888889,9,9/27/97,2.111111111,3,56.77333333,1
12580,47.43,2,6/14/97,2,108,25.49,1
12581,34.98,1,2/15/97,2,227,NA,0
12582,24.73,1,2/15/97,2,227,51.97,1
12583,41.1,1,2/15/97,3,227,NA,0
12584,32.68,1,2/15/97,2,227,NA,0
12585,107.43,3,5/22/97,7.333333333,131,NA,0
12586,14.37,1,2/15/97,1,227,NA,0
12587,46.88,1,2/16/97,3,226,NA,0
12588,6.79,1,2/15/97,1,227,NA,0
12589,12.49,1,2/15/97,1,227,NA,0
12590,9.97,1,2/15/97,1,227,NA,0
12591,51.30666667,3,8/25/97,3.333333333,36,31.94,1
12592,94.08,1,2/15/97,6,227,NA,0
12593,22.145,2,7/17/97,1.5,75,42.61,1
12594,30.32,1,2/16/97,2,226,21.78,1
12595,66.85,1,2/15/97,5,227,46.215,1
12596,25.96,1,2/15/97,2,227,NA,0
12597,14.37,1,2/15/97,1,227,NA,0
12598,23.58,1,2/16/97,2,226,34.485,1
12599,11.77,1,2/15/97,1,227,NA,0
12600,23.41166667,12,8/5/97,1.666666667,56,50.0925,1
12601,68.17666667,3,9/9/97,4.666666667,21,50.67214286,1
12602,14.465,2,3/9/97,1,205,NA,0
12603,12.49,1,2/15/97,1,227,NA,0
12604,60.85,1,2/15/97,4,227,NA,0
12605,23.99,1,2/15/97,1,227,12.99,1
12606,37.76,1,2/15/97,2,227,NA,0
12607,7.98,1,2/15/97,1,227,NA,0
12608,46.86833333,6,5/20/97,3,133,NA,0
12609,35.31,1,2/15/97,3,227,NA,0
12610,77.865,2,4/1/97,1,182,NA,0
12611,10.77,1,2/15/97,1,227,12.99,1
12612,17.3,1,2/15/97,1,227,NA,0
12613,31.92,1,2/15/97,2,227,97.99,1
12614,11.77,1,2/15/97,1,227,NA,0
12615,6.79,1,2/15/97,1,227,NA,0
12616,15.99,1,2/15/97,1,227,NA,0
12617,51.8175,4,6/15/97,4.25,107,24.98,1
12618,26.73,1,2/15/97,2,227,NA,0
12619,24.56,3,7/10/97,1.333333333,82,12.49,1
12620,58.09,1,2/15/97,3,227,NA,0
12621,14.37,1,2/15/97,1,227,NA,0
12622,49.99,1,2/15/97,1,227,NA,0
12623,13.97,1,2/15/97,1,227,NA,0
12624,88.59,1,2/15/97,6,227,20.985,1
12625,105.45,2,5/4/97,7.5,149,19.235,1
12626,45.28,1,2/15/97,4,227,NA,0
12627,38.63666667,3,4/21/97,2.666666667,162,NA,0
12628,26.035,2,3/1/97,2,213,NA,0
12629,14.37,1,2/15/97,1,227,NA,0
12630,28.34,1,2/15/97,2,227,NA,0
12631,117.2,1,2/15/97,6,227,87.69,1
12632,14.96,1,2/15/97,1,227,NA,0
12633,26.36,1,2/19/97,2,223,NA,0
12634,15.96,1,2/15/97,1,227,NA,0
12635,40.52333333,3,8/30/97,3,31,28.98,1
12636,4.79,1,2/15/97,1,227,NA,0
12637,27.43692308,13,9/24/97,3,6,22.08846154,1
12638,11.77,1,2/15/97,1,227,28.56,1
12639,10.77,1,2/15/97,1,227,NA,0
12640,59.85,1,2/15/97,5,227,NA,0
12641,18.36,1,2/15/97,1,227,NA,0
12642,29.99,1,2/15/97,1,227,NA,0
12643,50.27,1,2/15/97,4,227,NA,0
12644,22.3,1,2/15/97,1,227,NA,0
12645,15.96,1,2/15/97,1,227,NA,0
12646,24.98,1,2/15/97,2,227,NA,0
12647,14.37,1,2/15/97,1,227,NA,0
12648,14.70666667,3,6/25/97,1,97,10.49,1
12649,28.176,5,9/27/97,2,3,24.535,1
12650,101.11,1,2/15/97,7,227,NA,0
12651,73.822,5,4/12/97,6.4,171,NA,0
12652,56.45,1,2/15/97,5,227,NA,0
12653,22.37,1,2/15/97,1,227,NA,0
12654,16.99,1,2/15/97,1,227,NA,0
12655,11.99,1,2/15/97,1,227,NA,0
12656,60.42,1,2/15/97,4,227,NA,0
12657,20.94583333,12,9/8/97,1.083333333,22,15.735,1
12658,21.475,2,3/30/97,1.5,184,NA,0
12659,23.16,3,3/2/97,1.333333333,212,NA,0
12660,25.64,2,6/20/97,2,102,12.74,1
12661,17.61,3,5/15/97,1,138,NA,0
12662,26.73,2,7/27/97,2,65,NA,0
12663,11.77,1,2/15/97,1,227,NA,0
12664,19.99,1,2/15/97,1,227,NA,0
12665,55.99,3,7/2/97,4.666666667,90,61.45,1
12666,50.305,2,3/21/97,3.5,193,NA,0
12667,23.94333333,3,5/2/97,1.666666667,151,34.57,1
12668,12.49,2,3/4/97,1,210,NA,0
12669,46.71,1,2/15/97,3,227,14.99,1
12670,26.27375,8,6/20/97,1.375,102,18.48,1
12671,38.52333333,3,5/3/97,2.666666667,150,34.654,1
12672,14.37,1,2/15/97,1,227,NA,0
12673,14.37,1,2/15/97,1,227,NA,0
12674,26.34,1,2/15/97,2,227,NA,0
12675,81.1,1,2/15/97,3,227,NA,0
12676,65.955,2,3/6/97,4.5,208,NA,0
12677,12.49,1,2/15/97,1,227,NA,0
12678,8.77,1,2/15/97,1,227,NA,0
12679,24.28666667,3,9/7/97,1.666666667,23,NA,0
12680,6.79,1,2/15/97,1,227,NA,0
12681,22.485,2,9/9/97,1.5,21,15.24,1
12682,3.99,1,2/20/97,1,222,NA,0
12683,14.79,1,2/15/97,1,227,NA,0
12684,28.93,1,2/15/97,2,227,NA,0
12685,39.48,1,2/15/97,2,227,23.47,1
12686,58.85,1,2/15/97,4,227,NA,0
12687,14.37,1,2/15/97,1,227,NA,0
12688,26.14,1,2/15/97,2,227,NA,0
12689,12.49,1,2/15/97,1,227,NA,0
12690,26.73,1,2/15/97,2,227,NA,0
12691,13.97,1,2/15/97,1,227,NA,0
12692,12.49,1,2/15/97,1,227,21.925,1
12693,57.67,2,3/13/97,4,201,40.47,1
12694,33.7,1,2/15/97,1,227,NA,0
12695,9.77,2,3/12/97,1,202,NA,0
12696,12.97,1,2/15/97,1,227,NA,0
12697,37.98333333,6,6/4/97,2.666666667,118,NA,0
12698,15.96,1,2/15/97,1,227,NA,0
12699,35.26,1,2/15/97,2,227,NA,0
12700,86.52,1,2/16/97,6,226,NA,0
12701,14.96,1,2/15/97,1,227,NA,0
12702,20.615,2,2/19/97,1.5,223,NA,0
12703,28.47,1,2/15/97,2,227,NA,0
12704,13.365,2,4/19/97,1.5,164,32.98,1
12705,17.98,1,2/15/97,1,227,11.49,1
12706,0,1,2/15/97,1,227,NA,0
12707,25.54,1,2/15/97,2,227,12.58,1
12708,14.96,1,2/15/97,1,227,NA,0
12709,28.28,4,9/20/97,2,10,53.77,1
12710,60.24,1,2/15/97,4,227,14.485,1
12711,44.51,1,2/15/97,3,227,NA,0
12712,49.78,1,2/15/97,1,227,NA,0
12713,20.99,1,2/15/97,1,227,11.49,1
12714,9.97,1,2/15/97,1,227,NA,0
12715,15.96,1,2/15/97,1,227,22.49,1
12716,24.24,2,8/3/97,2,58,NA,0
12717,13.97,1,2/15/97,1,227,NA,0
12718,30.15,1,2/15/97,2,227,NA,0
12719,19.75,3,8/28/97,1.333333333,33,66.95,1
12720,21.8,5,3/29/97,1.2,185,30.98,1
12721,21.95,3,3/13/97,1.666666667,201,20.735,1
12722,14.9,1,2/15/97,1,227,NA,0
12723,49.97,1,2/15/97,1,227,NA,0
12724,18.36,1,2/15/97,1,227,NA,0
12725,15.36,1,2/15/97,1,227,NA,0
12726,13.89,2,9/27/97,1,3,22.735,1
12727,109.17,2,2/25/97,8,217,NA,0
12728,22.485,4,5/23/97,1.5,130,17.99,1
12729,21.2325,4,4/22/97,1.75,161,11.49,1
12730,37.675,2,3/23/97,1,191,19.99,1
12731,12.365,2,7/2/97,1,90,7.656666667,1
12732,25.74,1,2/15/97,2,227,NA,0
12733,29.73,1,2/15/97,2,227,NA,0
12734,72.04,1,2/16/97,6,226,NA,0
12735,47.97,1,2/15/97,3,227,NA,0
12736,29.73,1,2/15/97,2,227,NA,0
12737,62.94,3,4/24/97,3.666666667,159,36.36,1
12738,14.1,3,8/28/97,1,33,NA,0
12739,15.56,1,3/5/97,2,209,NA,0
12740,20.02,3,5/8/97,1.333333333,145,NA,0
12741,18.27,1,2/15/97,2,227,NA,0
12742,6.49,1,2/15/97,1,227,NA,0
12743,17.94,1,2/15/97,2,227,NA,0
12744,112.8966667,3,7/22/97,6.333333333,70,NA,0
12745,14.96,1,2/15/97,1,227,NA,0
12746,20.99,1,2/15/97,1,227,47.36666667,1
12747,26.43,8,7/23/97,1.5,69,30.60285714,1
12748,15.9,1,2/15/97,1,227,NA,0
12749,25.875,2,3/3/97,1.5,211,NA,0
12750,57.62666667,6,7/8/97,2.5,84,48.555,1
12751,29.17,5,7/20/97,2.2,72,29.835,1
12752,3.99,1,2/15/97,1,227,NA,0
12753,9.64,2,4/16/97,1,167,NA,0
12754,4.79,1,2/15/97,1,227,NA,0
12755,22.48,2,2/15/97,1,227,NA,0
12756,36.99666667,3,6/22/97,2.666666667,100,NA,0
12757,13.97,1,2/15/97,1,227,NA,0
12758,14.96,1,2/20/97,1,222,NA,0
12759,21.405,2,3/26/97,1.5,188,12.74,1
12760,65.02,1,2/15/97,6,227,NA,0
12761,58.88666667,3,4/3/97,3,180,NA,0
12762,21.84,2,3/6/97,2.5,208,NA,0
12763,21.865,2,6/10/97,1.5,112,30.48,1
12764,9.97,1,2/15/97,1,227,53.47,1
12765,14.37,1,2/15/97,1,227,NA,0
12766,29.99,1,2/15/97,1,227,37.47,1
12767,14.96,1,2/15/97,1,227,NA,0
12768,15.36,1,2/15/97,1,227,NA,0
12769,12.97,1,2/15/97,1,227,NA,0
12770,21.03833333,6,5/14/97,1.166666667,139,NA,0
12771,29.37,1,2/15/97,1,227,NA,0
12772,14.37,1,2/15/97,1,227,28.975,1
12773,12.49,1,2/15/97,1,227,NA,0
12774,33.71,1,3/11/97,3,203,52.96,1
12775,46.28,1,2/16/97,4,226,NA,0
12776,11.77,1,2/15/97,1,227,NA,0
12777,38.32,1,2/15/97,3,227,NA,0
12778,43.08,1,2/15/97,4,227,31.97,1
12779,17.3,1,2/16/97,1,226,NA,0
12780,11.97,1,2/15/97,1,227,NA,0
12781,23.93,1,2/25/97,2,217,NA,0
12782,51.065,4,6/2/97,2.75,120,15.82333333,1
12783,14.578,5,9/24/97,1,6,12.55125,1
12784,37.51,1,2/15/97,3,227,NA,0
12785,41.335,2,7/25/97,2,67,37.14,1
12786,39.11,1,2/15/97,3,227,NA,0
12787,10.97,1,2/15/97,1,227,NA,0
12788,30.72,1,2/15/97,2,227,NA,0
12789,40.14,1,2/15/97,2,227,NA,0
12790,13.99,2,5/19/97,1,134,NA,0
12791,108.7,1,2/15/97,5,227,NA,0
12792,37.168,5,8/25/97,2.2,36,NA,0
12793,40.98,1,2/15/97,2,227,NA,0
12794,27.635,2,2/15/97,2,227,NA,0
12795,48.93,1,2/15/97,3,227,22.97,1
12796,17.76333333,3,5/1/97,1.333333333,152,NA,0
12797,25.34,1,2/15/97,2,227,19.48,1
12798,12.49,1,2/15/97,1,227,43.63666667,1
12799,25.54,1,2/15/97,2,227,NA,0
12800,53.39333333,3,5/2/97,4.333333333,151,NA,0
12801,61.37,2,3/8/97,4.5,206,NA,0
12802,29.46,1,2/15/97,2,227,NA,0
12803,20.865,2,6/27/97,1,95,NA,0
12804,31.97,4,8/31/97,2.25,30,30.31,1
12805,14.37,1,2/15/97,1,227,NA,0
12806,25.73,1,2/15/97,2,227,32.12,1
12807,56.6625,4,5/5/97,4,148,71.95333333,1
12808,20.265,2,4/19/97,1.5,164,NA,0
12809,51.97,2,3/9/97,1,205,NA,0
12810,46.67,1,2/15/97,2,227,NA,0
12811,11.77,1,2/15/97,1,227,NA,0
12812,15.7,1,2/15/97,1,227,NA,0
12813,14.37,1,2/16/97,1,226,11.88,1
12814,9.77,1,2/15/97,1,227,NA,0
12815,11.77,1,2/15/97,1,227,NA,0
12816,128.55,1,2/16/97,9,226,128.92,1
12817,45.1,1,2/15/97,3,227,NA,0
12818,19.96666667,3,5/14/97,1.333333333,139,13.82333333,1
12819,14.96,1,2/15/97,1,227,NA,0
12820,39.76,4,9/27/97,2.25,3,NA,0
12821,24.74,1,2/15/97,2,227,NA,0
12822,11.77,1,2/15/97,1,227,NA,0
12823,50.27,1,2/15/97,4,227,NA,0
12824,11.77,1,2/15/97,1,227,NA,0
12825,14.17,2,3/26/97,1,188,NA,0
12826,41.14,2,3/19/97,3,195,14.99,1
12827,11.13,4,5/31/97,1,122,20.01666667,1
12828,15.2175,4,7/23/97,1.25,69,NA,0
12829,33.435,2,2/25/97,2,217,NA,0
12830,11.77,1,2/15/97,1,227,NA,0
12831,23.99,1,2/15/97,1,227,NA,0
