"","Profit99","Online99","Age99","Inc99","Tenure99","District99","ID","CumProfit","CumProfitPercent","PercentCust"
"19001",-1,0,2,1,7.41,1100,19001,4288165,"122%","54.7%"
"19096",-1,0,2,6,3,1200,19096,4288164,"122%","54.7%"
"19204",-1,0,5,6,16.16,1200,19204,4288163,"122%","54.7%"
"19338",-1,0,NA,NA,4.5,1300,19338,4288162,"122%","54.7%"
"19426",-1,0,3,6,1.25,1300,19426,4288161,"122%","54.7%"
"19429",-1,0,2,6,8.16,1200,19429,4288160,"122%","54.7%"
"19529",-1,0,NA,NA,1.33,1200,19529,4288159,"122%","54.7%"
"19537",-1,0,NA,NA,6.41,1300,19537,4288158,"122%","54.7%"
"19733",-1,0,5,1,7.25,1200,19733,4288157,"122%","54.7%"
"19880",-1,0,NA,NA,1.75,1200,19880,4288156,"122%","54.7%"
"19981",-1,0,2,3,7.58,1200,19981,4288155,"122%","54.7%"
"20194",-1,0,NA,NA,1.66,1200,20194,4288154,"122%","54.7%"
"20229",-1,1,NA,NA,13.58,1200,20229,4288153,"122%","54.7%"
"20251",-1,0,2,7,10.66,1200,20251,4288152,"122%","54.7%"
"20389",-1,0,3,1,1.58,1200,20389,4288151,"122%","54.7%"
"20579",-1,0,NA,NA,1.58,1200,20579,4288150,"122%","54.7%"
"20963",-1,0,2,7,6.5,1200,20963,4288149,"122%","54.7%"
"21055",-1,0,7,5,16.25,1200,21055,4288148,"122%","54.7%"
"21089",-1,0,6,9,10,1200,21089,4288147,"122%","54.7%"
"21147",-1,0,4,2,8.33,1100,21147,4288146,"122%","54.7%"
"21425",-1,0,NA,NA,4.41,1300,21425,4288145,"122%","54.7%"
"21727",-1,0,6,3,20.08,1100,21727,4288144,"122%","54.7%"
"21793",-1,0,5,6,7.5,1300,21793,4288143,"122%","54.7%"
"22019",-1,0,5,8,23.25,1200,22019,4288142,"122%","54.7%"
"22049",-1,0,NA,NA,3.5,1200,22049,4288141,"122%","54.8%"
"22134",-1,0,4,2,11.16,1300,22134,4288140,"122%","54.8%"
"22247",-1,0,NA,NA,10.41,1200,22247,4288139,"122%","54.8%"
"22353",-1,1,3,9,14.33,1200,22353,4288138,"122%","54.8%"
"22354",-1,0,2,1,4.5,1300,22354,4288137,"122%","54.8%"
"22443",-1,0,2,5,8,1200,22443,4288136,"122%","54.8%"
"22568",-1,0,NA,NA,11.16,1200,22568,4288135,"122%","54.8%"
"22597",-1,0,NA,NA,6.83,1200,22597,4288134,"122%","54.8%"
"22692",-1,1,4,7,0.75,1200,22692,4288133,"122%","54.8%"
"22962",-1,0,NA,NA,16.25,1200,22962,4288132,"122%","54.8%"
"23289",-1,0,5,6,18.41,1200,23289,4288131,"122%","54.8%"
"23311",-1,0,2,2,0.25,1300,23311,4288130,"122%","54.8%"
"23326",-1,0,4,6,6.08,1200,23326,4288129,"122%","54.8%"
"23627",-1,0,3,3,2.83,1200,23627,4288128,"122%","54.8%"
"23696",-1,0,5,NA,5.33,1200,23696,4288127,"122%","54.8%"
"23777",-1,0,NA,NA,5.08,1200,23777,4288126,"122%","54.8%"
"24194",-1,0,NA,NA,1.5,1300,24194,4288125,"122%","54.8%"
"24253",-1,0,2,8,9.08,1200,24253,4288124,"122%","54.8%"
"24445",-1,0,NA,NA,8,1200,24445,4288123,"122%","54.8%"
"24539",-1,0,2,3,5.25,1200,24539,4288122,"122%","54.8%"
"24863",-1,0,6,6,0.58,1200,24863,4288121,"122%","54.8%"
"25473",-1,0,5,4,15.33,1200,25473,4288120,"122%","54.9%"
"25559",-1,0,NA,NA,3.66,1200,25559,4288119,"122%","54.9%"
"25705",-1,0,NA,NA,11.16,1200,25705,4288118,"122%","54.9%"
"25834",-1,0,3,6,3.25,1200,25834,4288117,"122%","54.9%"
"26062",-1,0,2,NA,6.58,1200,26062,4288116,"122%","54.9%"
"26078",-1,0,NA,NA,3.41,1200,26078,4288115,"122%","54.9%"
"26085",-1,0,3,7,4.25,1200,26085,4288114,"122%","54.9%"
"26150",-1,0,NA,NA,1.16,1200,26150,4288113,"122%","54.9%"
"26577",-1,0,NA,NA,0.41,1200,26577,4288112,"122%","54.9%"
"26721",-1,0,NA,NA,0.66,1200,26721,4288111,"122%","54.9%"
"26723",-1,0,NA,NA,1.83,1200,26723,4288110,"122%","54.9%"
"26866",-1,0,2,8,8.33,1200,26866,4288109,"122%","54.9%"
"27089",-1,0,2,5,0.5,1200,27089,4288108,"122%","54.9%"
"27155",-1,0,2,3,9.5,1200,27155,4288107,"122%","54.9%"
"27199",-1,0,NA,NA,3.08,1100,27199,4288106,"122%","54.9%"
"27611",-1,0,5,3,15,1200,27611,4288105,"122%","54.9%"
"27635",-1,1,NA,NA,1.75,1200,27635,4288104,"122%","54.9%"
"27757",-1,0,2,3,8,1200,27757,4288103,"122%","54.9%"
"28089",-1,0,3,7,9.58,1200,28089,4288102,"122%","54.9%"
"28210",-1,0,4,8,6.91,1200,28210,4288101,"122%","55.0%"
"28218",-1,0,3,6,1.5,1200,28218,4288100,"122%","55.0%"
"28231",-1,0,3,4,7.66,1300,28231,4288099,"122%","55.0%"
"28416",-1,0,3,8,6.75,1200,28416,4288098,"122%","55.0%"
"28440",-1,0,4,6,2,1200,28440,4288097,"122%","55.0%"
"28756",-1,0,2,2,0.16,1200,28756,4288096,"122%","55.0%"
"29018",-1,0,2,7,1.41,1300,29018,4288095,"122%","55.0%"
"29221",-1,0,NA,NA,0.66,1200,29221,4288094,"122%","55.0%"
"29587",-1,0,NA,NA,32.58,1200,29587,4288093,"122%","55.0%"
"29915",-1,0,3,7,7.83,1200,29915,4288092,"122%","55.0%"
"30096",-1,0,4,5,2.75,1200,30096,4288091,"122%","55.0%"
"30247",-1,0,4,6,3.83,1200,30247,4288090,"122%","55.0%"
"30264",-1,1,NA,NA,6.66,1200,30264,4288089,"122%","55.0%"
"30408",-1,0,NA,NA,5.58,1100,30408,4288088,"122%","55.0%"
"30498",-1,0,NA,NA,1.75,1300,30498,4288087,"122%","55.0%"
"30625",-1,0,NA,NA,2.08,1200,30625,4288086,"122%","55.0%"
"30872",-1,0,NA,NA,22.33,1200,30872,4288085,"122%","55.0%"
"31094",-1,0,NA,NA,1.41,1200,31094,4288084,"122%","55.1%"
"31166",-1,0,3,7,2.58,1200,31166,4288083,"122%","55.1%"
"31227",-1,0,4,7,4.75,1300,31227,4288082,"122%","55.1%"
"31260",-1,0,4,2,7.83,1200,31260,4288081,"122%","55.1%"
"31315",-1,0,2,5,7.5,1200,31315,4288080,"122%","55.1%"
"117",-2,0,5,7,4.58,1200,117,4288078,"122%","55.1%"
"287",-2,0,NA,NA,5.66,1300,287,4288076,"122%","55.1%"
"463",-2,0,4,6,6.58,1100,463,4288074,"122%","55.1%"
"514",-2,0,NA,NA,1,1100,514,4288072,"122%","55.1%"
"666",-2,0,NA,NA,3.41,1100,666,4288070,"122%","55.1%"
"754",-2,0,2,4,4.91,1100,754,4288068,"122%","55.1%"
"774",-2,0,4,6,14.83,1200,774,4288066,"122%","55.1%"
"787",-2,0,2,5,7.58,1200,787,4288064,"122%","55.1%"
"790",-2,0,3,1,3,1200,790,4288062,"122%","55.1%"
"832",-2,1,2,7,11.41,1200,832,4288060,"122%","55.1%"
"986",-2,0,NA,NA,2.66,1100,986,4288058,"122%","55.1%"
"1079",-2,0,NA,NA,13.41,1200,1079,4288056,"122%","55.1%"
"1267",-2,0,4,3,5.83,1300,1267,4288054,"122%","55.1%"
"1348",-2,0,3,7,1.41,1300,1348,4288052,"122%","55.1%"
"1386",-2,0,4,9,6.33,1100,1386,4288050,"122%","55.1%"
"1506",-2,0,4,6,10.33,1200,1506,4288048,"122%","55.1%"
"1573",-2,0,3,2,3.41,1200,1573,4288046,"122%","55.1%"
"1643",-2,0,NA,NA,2.66,1200,1643,4288044,"122%","55.1%"
"1672",-2,1,6,6,14.16,1200,1672,4288042,"122%","55.1%"
"1706",-2,0,4,4,3.5,1200,1706,4288040,"122%","55.1%"
"1760",-2,0,4,4,4.33,1200,1760,4288038,"122%","55.1%"
"1763",-2,0,NA,NA,3.91,1300,1763,4288036,"122%","55.1%"
"1884",-2,0,NA,NA,3.75,1200,1884,4288034,"122%","55.1%"
"1992",-2,0,4,4,6.91,1100,1992,4288032,"122%","55.1%"
"2137",-2,0,NA,NA,1.75,1200,2137,4288030,"122%","55.1%"
"2192",-2,0,4,NA,7.5,1200,2192,4288028,"122%","55.1%"
"2345",-2,0,3,6,7.58,1300,2345,4288026,"122%","55.1%"
"2373",-2,0,2,6,6.33,1200,2373,4288024,"122%","55.1%"
"2549",-2,0,5,4,13,1200,2549,4288022,"122%","55.1%"
"2624",-2,0,NA,NA,5.25,1200,2624,4288020,"122%","55.1%"
"2644",-2,0,NA,NA,1.08,1200,2644,4288018,"122%","55.1%"
"2666",-2,0,2,8,10.58,1200,2666,4288016,"122%","55.1%"
"2693",-2,0,NA,NA,1.33,1200,2693,4288014,"122%","55.1%"
"2870",-2,0,NA,NA,4.75,1200,2870,4288012,"122%","55.1%"
"3011",-2,0,NA,NA,3,1300,3011,4288010,"122%","55.1%"
"3161",-2,1,2,6,10.25,1200,3161,4288008,"122%","55.1%"
"3188",-2,0,4,6,10.16,1200,3188,4288006,"122%","55.1%"
"3232",-2,0,NA,NA,7.25,1200,3232,4288004,"122%","55.1%"
"3276",-2,0,1,1,2.41,1300,3276,4288002,"122%","55.1%"
"3351",-2,0,NA,NA,5,1100,3351,4288000,"122%","55.1%"
"3409",-2,0,6,6,14.5,1200,3409,4287998,"122%","55.1%"
"3411",-2,0,NA,NA,7.16,1200,3411,4287996,"122%","55.1%"
"3418",-2,0,NA,NA,3.66,1100,3418,4287994,"122%","55.1%"
"3419",-2,0,2,4,2.08,1200,3419,4287992,"122%","55.1%"
"3451",-2,0,4,4,12.91,1100,3451,4287990,"122%","55.1%"
"3469",-2,0,NA,NA,7.16,1200,3469,4287988,"122%","55.1%"
"3480",-2,0,3,6,3.33,1200,3480,4287986,"122%","55.1%"
"3568",-2,0,NA,NA,6.5,1200,3568,4287984,"122%","55.1%"
"3682",-2,0,NA,NA,5.91,1200,3682,4287982,"122%","55.1%"
"3814",-2,0,4,6,11.83,1200,3814,4287980,"122%","55.1%"
"3900",-2,0,2,3,7.25,1200,3900,4287978,"122%","55.1%"
"4281",-2,0,3,6,5.08,1200,4281,4287976,"122%","55.1%"
"4363",-2,0,NA,NA,8.33,1200,4363,4287974,"122%","55.1%"
"4382",-2,0,NA,NA,4.41,1300,4382,4287972,"122%","55.1%"
"4498",-2,0,2,6,3.41,1200,4498,4287970,"122%","55.1%"
"4714",-2,0,2,1,6.33,1200,4714,4287968,"122%","55.1%"
"4808",-2,0,4,5,2.5,1200,4808,4287966,"122%","55.1%"
"4876",-2,0,NA,NA,6.5,1200,4876,4287964,"122%","55.1%"
"4935",-2,0,NA,NA,0.66,1200,4935,4287962,"122%","55.1%"
"4993",-2,0,3,1,4.58,1200,4993,4287960,"122%","55.1%"
"5033",-2,0,NA,NA,2.83,1200,5033,4287958,"122%","55.1%"
"5116",-2,0,4,9,3.16,1200,5116,4287956,"122%","55.1%"
"5143",-2,0,NA,NA,10.91,1200,5143,4287954,"122%","55.1%"
"5259",-2,0,5,7,10.75,1200,5259,4287952,"122%","55.1%"
"5320",-2,0,4,6,7.58,1200,5320,4287950,"122%","55.1%"
"5345",-2,0,NA,NA,0.33,1200,5345,4287948,"122%","55.1%"
"5363",-2,0,2,6,9.66,1200,5363,4287946,"122%","55.1%"
"5445",-2,1,NA,NA,5.91,1200,5445,4287944,"122%","55.1%"
"5447",-2,0,3,6,5.5,1200,5447,4287942,"122%","55.1%"
"5563",-2,0,3,6,9.5,1200,5563,4287940,"122%","55.1%"
"5566",-2,0,NA,NA,9.75,1200,5566,4287938,"122%","55.1%"
"5602",-2,0,NA,NA,8.25,1300,5602,4287936,"122%","55.1%"
"5819",-2,0,4,6,13,1200,5819,4287934,"122%","55.1%"
"5837",-2,0,3,6,21.5,1200,5837,4287932,"122%","55.1%"
"5863",-2,0,4,7,1.83,1200,5863,4287930,"122%","55.1%"
"5895",-2,0,NA,NA,30.75,1200,5895,4287928,"122%","55.1%"
"5899",-2,0,6,5,5.16,1200,5899,4287926,"122%","55.1%"
"5944",-2,0,NA,NA,0.5,1200,5944,4287924,"122%","55.1%"
"5965",-2,0,NA,8,4.25,1200,5965,4287922,"122%","55.1%"
"5995",-2,0,3,5,0.33,1300,5995,4287920,"122%","55.1%"
"6034",-2,0,3,2,7.33,1200,6034,4287918,"122%","55.1%"
"6054",-2,0,2,7,5.66,1300,6054,4287916,"122%","55.1%"
"6106",-2,0,4,1,4.41,1200,6106,4287914,"122%","55.1%"
"6145",-2,0,2,1,4.66,1200,6145,4287912,"122%","55.1%"
"6160",-2,0,5,6,11.66,1200,6160,4287910,"122%","55.1%"
"6217",-2,0,NA,NA,8.75,1200,6217,4287908,"122%","55.1%"
"6270",-2,0,6,NA,1.83,1200,6270,4287906,"122%","55.1%"
"6344",-2,0,1,6,3.75,1200,6344,4287904,"122%","55.1%"
"6505",-2,0,3,5,3.25,1300,6505,4287902,"122%","55.1%"
"6747",-2,0,NA,7,5.75,1300,6747,4287900,"122%","55.1%"
"6788",-2,0,NA,NA,27.08,1200,6788,4287898,"122%","55.1%"
"6986",-2,0,3,3,3.33,1100,6986,4287896,"122%","55.1%"
"7117",-2,0,4,3,3.41,1100,7117,4287894,"122%","55.1%"
"7222",-2,0,NA,NA,1.75,1200,7222,4287892,"122%","55.1%"
"7332",-2,0,4,7,4.33,1200,7332,4287890,"122%","55.2%"
"7342",-2,0,NA,NA,2.25,1200,7342,4287888,"122%","55.2%"
"7418",-2,0,4,8,10,1200,7418,4287886,"122%","55.2%"
"7439",-2,0,4,9,15.91,1200,7439,4287884,"122%","55.2%"
"7521",-2,0,NA,NA,1.41,1200,7521,4287882,"122%","55.2%"
"7679",-2,0,2,7,7.58,1100,7679,4287880,"122%","55.2%"
"7721",-2,0,NA,NA,1.33,1200,7721,4287878,"122%","55.2%"
"7868",-2,0,5,9,24.25,1200,7868,4287876,"122%","55.2%"
"7943",-2,0,NA,1,2.91,1200,7943,4287874,"122%","55.2%"
"8031",-2,0,3,7,17.58,1300,8031,4287872,"122%","55.2%"
"8097",-2,0,NA,NA,2.58,1200,8097,4287870,"122%","55.2%"
"8114",-2,0,NA,NA,3.83,1100,8114,4287868,"122%","55.2%"
"8241",-2,0,3,3,6.58,1100,8241,4287866,"122%","55.2%"
"8262",-2,0,NA,NA,6.41,1200,8262,4287864,"122%","55.2%"
"8267",-2,0,NA,NA,0.16,1300,8267,4287862,"122%","55.2%"
"8432",-2,0,3,7,2.58,1200,8432,4287860,"122%","55.2%"
"8462",-2,0,NA,NA,5.91,1200,8462,4287858,"122%","55.2%"
"8494",-2,0,NA,NA,1,1100,8494,4287856,"122%","55.2%"
"8617",-2,0,2,4,9.33,1200,8617,4287854,"122%","55.2%"
"8634",-2,0,NA,NA,1.75,1300,8634,4287852,"122%","55.2%"
"8876",-2,0,NA,NA,8.08,1200,8876,4287850,"122%","55.2%"
"9195",-2,0,NA,NA,6.91,1200,9195,4287848,"122%","55.2%"
"9234",-2,0,2,8,1.83,1200,9234,4287846,"122%","55.2%"
"9288",-2,0,3,5,8.41,1100,9288,4287844,"122%","55.2%"
"9392",-2,0,NA,NA,6.58,1200,9392,4287842,"122%","55.2%"
"9438",-2,1,NA,6,6.16,1200,9438,4287840,"122%","55.2%"
"9472",-2,0,4,5,2.75,1100,9472,4287838,"122%","55.2%"
"9499",-2,0,3,4,15.41,1200,9499,4287836,"122%","55.2%"
"9593",-2,0,3,7,6.5,1200,9593,4287834,"122%","55.2%"
"9879",-2,0,7,1,13.41,1200,9879,4287832,"122%","55.2%"
"9883",-2,0,NA,NA,10.08,1200,9883,4287830,"122%","55.2%"
"9982",-2,0,NA,NA,7.83,1100,9982,4287828,"122%","55.2%"
"10234",-2,1,NA,NA,12.58,1200,10234,4287826,"122%","55.2%"
"10264",-2,0,2,3,4.33,1200,10264,4287824,"122%","55.2%"
"10309",-2,0,3,8,7.41,1200,10309,4287822,"122%","55.2%"
"10400",-2,0,NA,NA,11,1300,10400,4287820,"122%","55.2%"
"10414",-2,0,7,4,6.91,1100,10414,4287818,"122%","55.2%"
"10594",-2,0,7,3,5.08,1100,10594,4287816,"122%","55.2%"
"10629",-2,0,NA,NA,3.91,1200,10629,4287814,"122%","55.2%"
"10649",-2,0,3,5,2.66,1200,10649,4287812,"122%","55.2%"
"10709",-2,0,NA,NA,4.41,1200,10709,4287810,"122%","55.2%"
"10725",-2,0,NA,NA,0.33,1100,10725,4287808,"122%","55.2%"
"10942",-2,0,NA,NA,3.16,1200,10942,4287806,"122%","55.2%"
"11023",-2,0,NA,NA,1.33,1200,11023,4287804,"122%","55.2%"
"11137",-2,0,3,3,2.83,1100,11137,4287802,"122%","55.2%"
"11444",-2,0,5,5,7.75,1200,11444,4287800,"122%","55.2%"
"11477",-2,0,NA,NA,11.25,1200,11477,4287798,"122%","55.2%"
"11480",-2,0,3,6,21.16,1200,11480,4287796,"122%","55.2%"
"11505",-2,0,3,5,14.75,1200,11505,4287794,"122%","55.2%"
"11593",-2,0,5,3,12.41,1200,11593,4287792,"122%","55.2%"
"11805",-2,0,2,7,10.66,1200,11805,4287790,"122%","55.2%"
"12021",-2,0,NA,NA,7.58,1200,12021,4287788,"122%","55.2%"
"12066",-2,0,NA,7,5.5,1200,12066,4287786,"122%","55.2%"
"12156",-2,0,3,6,2.91,1200,12156,4287784,"122%","55.3%"
"12220",-2,0,4,7,7.33,1300,12220,4287782,"122%","55.3%"
"12299",-2,0,NA,NA,5,1100,12299,4287780,"122%","55.3%"
"12300",-2,0,1,NA,0.66,1200,12300,4287778,"122%","55.3%"
"12348",-2,0,NA,NA,7.41,1200,12348,4287776,"122%","55.3%"
"12395",-2,0,NA,NA,6.41,1200,12395,4287774,"122%","55.3%"
"12409",-2,0,4,4,0.5,1300,12409,4287772,"122%","55.3%"
"12440",-2,1,NA,3,8.16,1200,12440,4287770,"122%","55.3%"
"12537",-2,0,NA,NA,30.41,1300,12537,4287768,"122%","55.3%"
"12732",-2,0,NA,NA,1.16,1300,12732,4287766,"122%","55.3%"
"12810",-2,0,2,4,3.41,1300,12810,4287764,"122%","55.3%"
"12875",-2,0,3,NA,13.41,1200,12875,4287762,"122%","55.3%"
"13015",-2,0,3,7,8.75,1200,13015,4287760,"122%","55.3%"
"13064",-2,0,6,1,7.83,1100,13064,4287758,"122%","55.3%"
"13095",-2,0,NA,NA,32.41,1200,13095,4287756,"122%","55.3%"
"13226",-2,1,2,7,0.91,1200,13226,4287754,"122%","55.3%"
"13273",-2,0,NA,1,7.08,1200,13273,4287752,"122%","55.3%"
"13281",-2,0,NA,NA,1.16,1300,13281,4287750,"122%","55.3%"
"13436",-2,0,NA,NA,0.66,1200,13436,4287748,"122%","55.3%"
"13655",-2,0,6,6,12.58,1200,13655,4287746,"122%","55.3%"
"13785",-2,0,NA,NA,4.16,1200,13785,4287744,"122%","55.3%"
"13824",-2,1,6,4,8.91,1200,13824,4287742,"122%","55.3%"
"13895",-2,0,NA,NA,5.83,1200,13895,4287740,"122%","55.3%"
"13997",-2,0,3,3,17.5,1300,13997,4287738,"122%","55.3%"
"14145",-2,0,NA,NA,0.75,1200,14145,4287736,"122%","55.3%"
"14221",-2,0,1,1,5.16,1300,14221,4287734,"122%","55.3%"
"14252",-2,0,4,7,3.41,1300,14252,4287732,"122%","55.3%"
"14261",-2,0,NA,NA,0.75,1200,14261,4287730,"122%","55.3%"
"14306",-2,0,1,3,1.16,1200,14306,4287728,"122%","55.3%"
"14315",-2,1,1,1,3.83,1300,14315,4287726,"122%","55.3%"
"14348",-2,0,NA,NA,4.83,1200,14348,4287724,"122%","55.3%"
"14349",-2,0,NA,NA,0.75,1200,14349,4287722,"122%","55.3%"
"14495",-2,0,2,5,6.91,1200,14495,4287720,"122%","55.3%"
"14499",-2,0,3,5,12.91,1100,14499,4287718,"122%","55.3%"
"14750",-2,0,3,6,10.91,1200,14750,4287716,"122%","55.3%"
"14768",-2,0,NA,NA,0.25,1200,14768,4287714,"122%","55.3%"
"14834",-2,0,NA,NA,10.66,1200,14834,4287712,"122%","55.3%"
"14911",-2,0,4,5,9,1200,14911,4287710,"122%","55.4%"
"14956",-2,0,3,8,1.25,1200,14956,4287708,"122%","55.4%"
"15166",-2,0,5,4,9.91,1300,15166,4287706,"122%","55.4%"
"15310",-2,0,4,6,5,1100,15310,4287704,"122%","55.4%"
"15348",-2,0,NA,NA,3.25,1200,15348,4287702,"122%","55.4%"
"15496",-2,0,3,1,3,1100,15496,4287700,"122%","55.4%"
"15510",-2,0,NA,NA,7,1200,15510,4287698,"122%","55.4%"
"15577",-2,0,3,1,4.83,1200,15577,4287696,"122%","55.4%"
"15636",-2,0,NA,NA,6.83,1100,15636,4287694,"122%","55.4%"
"15639",-2,0,NA,NA,1.58,1300,15639,4287692,"122%","55.4%"
"15684",-2,0,NA,NA,7.41,1200,15684,4287690,"122%","55.4%"
"15726",-2,0,3,NA,4.66,1100,15726,4287688,"122%","55.4%"
"15776",-2,0,6,3,2.66,1200,15776,4287686,"122%","55.4%"
"15833",-2,0,5,6,4.25,1200,15833,4287684,"122%","55.4%"
"15938",-2,0,2,7,4.41,1200,15938,4287682,"122%","55.4%"
"16082",-2,0,NA,6,1.33,1200,16082,4287680,"122%","55.4%"
"16216",-2,0,NA,NA,8.33,1200,16216,4287678,"122%","55.4%"
"16234",-2,0,NA,NA,3.5,1300,16234,4287676,"122%","55.4%"
"16249",-2,0,NA,NA,6.58,1200,16249,4287674,"122%","55.4%"
"16297",-2,0,NA,NA,5.16,1200,16297,4287672,"122%","55.4%"
"16336",-2,0,2,7,2.41,1200,16336,4287670,"122%","55.4%"
"16556",-2,0,5,9,26,1200,16556,4287668,"122%","55.4%"
"16649",-2,0,NA,NA,6.91,1200,16649,4287666,"122%","55.4%"
"16782",-2,0,5,7,7.83,1300,16782,4287664,"122%","55.4%"
"16905",-2,0,NA,NA,7.41,1200,16905,4287662,"122%","55.4%"
"17180",-2,0,5,9,4.5,1200,17180,4287660,"122%","55.4%"
"17286",-2,0,NA,NA,8.41,1200,17286,4287658,"122%","55.4%"
"17345",-2,0,NA,NA,0.58,1200,17345,4287656,"122%","55.4%"
"17467",-2,0,3,1,6.41,1300,17467,4287654,"122%","55.4%"
"17516",-2,0,2,6,0.25,1200,17516,4287652,"122%","55.4%"
"17730",-2,0,3,6,2,1200,17730,4287650,"122%","55.4%"
"17747",-2,1,3,8,8.66,1300,17747,4287648,"122%","55.5%"
"17788",-2,0,NA,NA,2.41,1200,17788,4287646,"122%","55.5%"
"17844",-2,1,2,1,3.5,1300,17844,4287644,"122%","55.5%"
"17909",-2,0,NA,NA,9.75,1200,17909,4287642,"122%","55.5%"
"18008",-2,0,4,7,7.08,1200,18008,4287640,"122%","55.5%"
"18105",-2,0,3,3,2.83,1200,18105,4287638,"122%","55.5%"
"18166",-2,0,NA,NA,3,1200,18166,4287636,"122%","55.5%"
"18334",-2,0,3,4,3.5,1100,18334,4287634,"122%","55.5%"
"18382",-2,0,NA,NA,3.91,1200,18382,4287632,"122%","55.5%"
"18532",-2,0,4,7,1.16,1300,18532,4287630,"122%","55.5%"
"18545",-2,0,3,2,0.66,1200,18545,4287628,"122%","55.5%"
"18590",-2,0,NA,NA,6.5,1200,18590,4287626,"122%","55.5%"
"18610",-2,0,6,6,6.91,1300,18610,4287624,"122%","55.5%"
"18793",-2,0,NA,NA,7.41,1200,18793,4287622,"122%","55.5%"
"18836",-2,0,NA,NA,1.5,1300,18836,4287620,"122%","55.5%"
"18840",-2,0,NA,NA,9,1200,18840,4287618,"122%","55.5%"
"19042",-2,0,3,6,1.08,1200,19042,4287616,"122%","55.5%"
"19046",-2,0,NA,NA,6.91,1200,19046,4287614,"122%","55.5%"
"19164",-2,0,NA,NA,13.33,1200,19164,4287612,"122%","55.5%"
"19192",-2,0,3,8,2,1200,19192,4287610,"122%","55.5%"
"19215",-2,0,NA,NA,7.5,1200,19215,4287608,"122%","55.5%"
"19417",-2,0,3,8,19.16,1200,19417,4287606,"122%","55.5%"
"19425",-2,0,4,9,11,1200,19425,4287604,"122%","55.5%"
"19641",-2,0,NA,NA,3.83,1200,19641,4287602,"122%","55.5%"
"19712",-2,0,NA,NA,6.58,1100,19712,4287600,"122%","55.5%"
"19734",-2,0,4,5,5.25,1100,19734,4287598,"122%","55.5%"
"19815",-2,0,7,1,22.91,1300,19815,4287596,"122%","55.6%"
"19861",-2,0,4,5,10.58,1100,19861,4287594,"122%","55.6%"
"19862",-2,0,NA,NA,3.08,1200,19862,4287592,"122%","55.6%"
"19875",-2,0,2,3,16.91,1200,19875,4287590,"122%","55.6%"
"19963",-2,0,NA,NA,6.25,1100,19963,4287588,"122%","55.6%"
"20115",-2,0,NA,NA,1.41,1100,20115,4287586,"122%","55.6%"
"20286",-2,0,4,5,6,1100,20286,4287584,"122%","55.6%"
"20339",-2,0,NA,NA,14.75,1200,20339,4287582,"122%","55.6%"
"20420",-2,0,4,6,6.75,1200,20420,4287580,"122%","55.6%"
"20744",-2,0,2,3,6,1200,20744,4287578,"122%","55.6%"
"20772",-2,1,4,6,13.75,1200,20772,4287576,"122%","55.6%"
"20774",-2,1,NA,NA,3.83,1200,20774,4287574,"122%","55.6%"
"20779",-2,0,6,4,22.08,1200,20779,4287572,"122%","55.6%"
"21040",-2,0,NA,NA,3.25,1200,21040,4287570,"122%","55.6%"
"21114",-2,0,NA,NA,7.08,1200,21114,4287568,"122%","55.6%"
"21152",-2,0,3,1,2.25,1200,21152,4287566,"122%","55.6%"
"21349",-2,0,NA,NA,5.66,1200,21349,4287564,"122%","55.6%"
"21454",-2,0,7,1,10.08,1200,21454,4287562,"122%","55.6%"
"21458",-2,0,2,7,4,1200,21458,4287560,"122%","55.6%"
"21484",-2,0,3,8,1.58,1200,21484,4287558,"122%","55.6%"
"21515",-2,0,2,1,2.16,1200,21515,4287556,"122%","55.6%"
"21519",-2,0,1,NA,1.08,1200,21519,4287554,"122%","55.6%"
"21908",-2,1,NA,NA,7.58,1200,21908,4287552,"122%","55.6%"
"21919",-2,0,1,7,1.25,1200,21919,4287550,"122%","55.6%"
"21957",-2,0,2,7,4.33,1200,21957,4287548,"122%","55.7%"
"21987",-2,0,5,1,4.75,1200,21987,4287546,"122%","55.7%"
"22002",-2,0,5,6,13.33,1200,22002,4287544,"122%","55.7%"
"22115",-2,1,4,7,4.08,1200,22115,4287542,"122%","55.7%"
"22165",-2,0,4,5,4.41,1200,22165,4287540,"122%","55.7%"
"22167",-2,0,NA,NA,6.91,1200,22167,4287538,"122%","55.7%"
"22226",-2,0,NA,NA,1.5,1200,22226,4287536,"122%","55.7%"
"22302",-2,0,NA,NA,2.16,1300,22302,4287534,"122%","55.7%"
"22339",-2,0,4,4,4.83,1300,22339,4287532,"122%","55.7%"
"22351",-2,0,NA,NA,0.58,1200,22351,4287530,"122%","55.7%"
"22352",-2,0,NA,NA,0.58,1200,22352,4287528,"122%","55.7%"
"22373",-2,0,NA,NA,3.75,1200,22373,4287526,"122%","55.7%"
"22528",-2,0,NA,NA,4.25,1200,22528,4287524,"122%","55.7%"
"23068",-2,0,NA,NA,7.41,1200,23068,4287522,"122%","55.7%"
"23123",-2,0,5,5,7.33,1300,23123,4287520,"122%","55.7%"
"23180",-2,0,4,6,14.75,1200,23180,4287518,"122%","55.7%"
"23218",-2,0,4,7,10.5,1200,23218,4287516,"122%","55.7%"
"23271",-2,0,NA,NA,7.16,1200,23271,4287514,"122%","55.7%"
"23349",-2,0,2,5,2.66,1300,23349,4287512,"122%","55.7%"
